BR.A	BR.B	BR.C	DR.A	DR.C	DR.D
ofav6973	18	2	20	14	1	9
ofav69739	0	0	0	0	1	1
ofav69741	2	0	1	2	1	3
ofav69755	1	0	1	0	0	0
ofav69761	0	0	1	0	0	0
ofav69764	0	0	0	0	0	0
ofav69768	0	0	3	0	0	2
ofav69776	0	0	0	0	0	0
ofav69783	0	0	0	0	0	0
ofav69800	0	0	0	0	0	0
ofav6981	0	0	11	10	2	5
ofav69813	0	0	1	0	0	0
ofav69815	1	0	1	2	0	0
ofav69823	0	0	0	0	0	0
ofav69829	0	0	0	0	0	0
ofav69831	4	0	1	1	0	0
ofav69835	0	0	2	1	0	0
ofav69844	0	0	0	0	0	0
ofav69848	0	0	0	0	0	0
ofav69852	0	0	0	1	0	1
ofav69856	0	0	0	0	0	0
ofav69862	0	0	0	0	0	0
ofav69867	0	0	0	0	0	0
ofav69877	0	0	0	0	0	0
ofav69881	0	0	0	0	0	0
ofav69889	0	0	0	0	0	0
ofav69902	0	0	0	0	1	0
ofav69906	0	0	1	3	0	2
ofav69907	1	0	1	0	0	0
ofav69909	0	0	3	2	0	3
ofav69925	0	0	0	0	0	0
ofav69936	0	0	1	2	0	0
ofav69937	0	0	0	0	0	0
ofav69948	0	0	0	0	0	0
ofav69957	0	0	0	0	0	0
ofav69967	1	1	3	8	0	5
ofav69975	0	0	0	0	0	0
ofav69976	0	0	0	0	0	0
ofav69982	0	0	0	0	0	0
ofav7003	0	0	0	0	0	0
ofav70049	0	0	0	0	0	0
ofav7005	0	0	1	0	2	0
ofav70056	0	0	1	2	0	1
ofav70063	0	0	1	0	0	2
ofav70067	0	0	0	1	1	1
ofav70076	21	0	5	5	0	1
ofav70092	0	0	3	1	0	4
ofav70101	0	0	0	0	0	0
ofav70102	0	0	0	0	0	0
ofav70108	0	0	0	0	2	0
ofav70111	0	0	0	0	0	0
ofav70112	0	0	1	2	0	0
ofav70117	0	0	1	1	0	0
ofav7014	0	0	1	0	0	0
ofav70144	8	0	9	4	1	3
ofav70145	0	0	4	7	0	8
ofav7016	0	1	1	0	3	1
ofav70160	1	6	10	0	0	11
ofav70173	0	0	0	0	0	0
ofav70183	1	0	1	0	0	1
ofav70197	0	0	2	0	0	0
ofav70204	1	0	3	1	0	0
ofav70208	0	0	0	0	0	0
ofav7021	0	1	16	4	3	5
ofav70213	0	0	0	0	0	0
ofav70215	0	0	0	0	0	0
ofav7022	0	0	1	0	0	2
ofav70222	0	0	1	0	0	1
ofav70226	0	2	3	1	3	0
ofav70234	1	0	0	3	0	0
ofav70235	0	0	0	0	0	0
ofav7024	0	0	0	0	0	0
ofav70271	0	0	2	0	0	1
ofav70285	0	0	0	0	0	0
ofav70294	0	0	1	0	0	0
ofav7030	23	2	15	5	2	8
ofav70307	0	0	1	0	0	0
ofav70322	4	2	5	6	0	0
ofav70328	0	0	0	0	0	0
ofav70337	0	0	0	0	0	0
ofav70340	0	0	0	0	0	0
ofav70364	0	0	0	1	0	0
ofav70366	3	0	2	1	1	1
ofav70374	8	0	3	0	1	0
ofav70411	0	0	3	0	0	5
ofav70437	2	0	3	1	0	0
ofav70448	0	0	0	1	0	1
ofav70463	0	0	0	0	0	0
ofav70464	0	0	0	0	0	0
ofav70465	6	0	4	2	0	1
ofav7047	0	2	1	3	0	1
ofav7049	11	0	1	4	0	3
ofav7051	3	2	12	5	1	3
ofav70510	0	0	1	0	0	1
ofav70522	0	0	0	0	0	1
ofav7053	0	0	0	0	1	0
ofav70531	0	0	3	1	7	2
ofav70535	0	0	1	0	0	1
ofav70539	0	0	0	0	0	2
ofav70544	0	0	0	3	0	0
ofav70569	0	1	2	3	0	6
ofav70575	1	0	1	0	1	0
ofav70581	0	0	0	0	0	0
ofav70596	0	0	0	0	0	0
ofav70616	0	0	0	1	0	0
ofav70622	1	0	2	6	3	2
ofav70627	0	0	0	0	0	0
ofav70658	0	0	0	0	1	0
ofav70661	2	0	4	0	0	2
ofav70662	0	0	0	0	0	0
ofav70689	0	0	0	0	0	0
ofav70692	0	1	2	1	0	0
ofav70693	0	0	2	2	0	1
ofav70699	1	4	2	3	0	3
ofav70708	2	8	0	2	4	2
ofav7071	0	0	0	2	2	0
ofav70710	2	1	6	4	1	3
ofav70719	0	1	0	4	1	2
ofav70730	9	1	2	0	0	0
ofav70748	0	0	0	0	0	0
ofav7075	0	0	0	0	1	0
ofav70751	6	2	4	1	0	1
ofav7078	1	1	0	1	0	3
ofav70783	0	0	0	0	0	0
ofav70812	8	0	1	1	0	2
ofav70818	0	0	1	0	0	0
ofav70822	1	0	0	0	0	0
ofav70836	0	0	5	3	1	1
ofav70845	0	0	0	0	2	0
ofav70854	1	0	1	2	0	1
ofav70873	0	0	1	0	3	0
ofav7088	0	1	2	3	0	2
ofav70889	0	0	1	0	3	1
ofav70890	5	0	1	2	0	0
ofav70891	0	0	0	0	0	0
ofav70900	0	1	1	2	0	7
ofav70901	0	0	1	0	0	0
ofav7093	0	0	1	0	0	0
ofav70949	0	0	0	0	0	0
ofav70952	0	0	0	0	0	0
ofav70972	0	0	4	2	0	0
ofav70977	0	0	0	0	0	0
ofav70984	0	0	0	0	0	0
ofav70992	0	0	0	0	0	1
ofav7102	0	0	0	0	0	0
ofav71036	6	1	7	2	1	8
ofav7104	0	0	0	2	0	1
ofav71058	0	0	0	0	0	0
ofav71074	0	0	0	0	0	0
ofav71088	0	0	1	0	0	0
ofav71094	0	0	0	0	0	0
ofav71104	2	2	10	5	0	5
ofav71114	0	0	0	0	0	0
ofav7113	0	0	0	1	0	0
ofav71173	0	0	0	0	0	0
ofav71199	3	0	0	0	0	1
ofav712	0	0	1	0	0	0
ofav71205	0	0	0	0	0	0
ofav71208	0	1	0	0	0	1
ofav7121	0	0	0	0	0	0
ofav71212	0	0	2	0	0	1
ofav71218	0	0	1	0	0	0
ofav71227	0	0	0	0	0	0
ofav71231	0	0	0	0	0	0
ofav71254	0	0	0	1	0	0
ofav71255	0	0	0	0	0	1
ofav71259	1	0	1	0	0	0
ofav7126	0	0	0	1	0	0
ofav71268	0	0	1	1	0	0
ofav71289	0	0	1	3	0	1
ofav71302	0	0	1	0	0	0
ofav71328	9	1	5	16	4	5
ofav71336	0	0	0	0	0	0
ofav7134	0	1	8	8	1	4
ofav71346	1	0	3	7	4	3
ofav71355	0	0	1	0	0	0
ofav71356	0	0	0	0	0	0
ofav71357	2	0	0	0	0	0
ofav71359	8	0	2	1	0	2
ofav71365	0	0	0	0	0	0
ofav7137	0	0	0	0	0	0
ofav71399	97	6	44	34	7	13
ofav714	0	0	0	0	0	0
ofav71402	0	0	2	6	2	1
ofav71406	0	0	0	0	0	0
ofav71411	13	0	0	1	0	2
ofav71422	0	0	0	1	0	0
ofav71425	0	4	0	3	0	4
ofav71428	0	0	0	0	0	0
ofav7143	0	0	0	1	0	5
ofav71430	0	0	1	0	0	2
ofav71436	0	0	0	1	0	0
ofav71442	0	0	2	0	0	0
ofav7145	0	0	0	0	0	0
ofav71453	2	0	0	1	0	0
ofav7147	0	0	0	0	0	0
ofav71470	0	0	0	0	0	0
ofav71497	0	0	0	0	0	0
ofav71505	0	0	2	3	0	1
ofav71507	0	0	0	0	0	0
ofav71517	5	0	0	0	5	2
ofav71520	0	0	0	1	0	0
ofav7153	0	0	0	1	0	0
ofav71543	0	0	0	0	0	0
ofav71571	0	0	0	0	0	0
ofav71573	0	0	0	0	0	0
ofav7159	1	0	1	0	0	3
ofav71603	0	0	2	3	1	1
ofav71607	0	0	0	0	0	0
ofav7162	1	0	1	3	1	0
ofav71643	0	0	0	0	0	0
ofav71644	0	0	1	0	0	1
ofav71647	5	0	1	1	0	3
ofav71657	0	0	2	2	0	0
ofav7166	0	0	1	3	0	0
ofav7167	0	0	2	0	0	3
ofav7169	1	3	7	2	4	6
ofav71693	0	0	0	2	0	1
ofav71699	1	0	2	0	0	0
ofav71700	0	1	0	0	3	0
ofav71716	0	2	0	3	0	1
ofav71718	0	0	0	0	0	0
ofav71724	0	0	0	0	0	0
ofav71738	0	1	3	3	0	1
ofav71754	0	0	0	0	0	0
ofav71758	4	0	0	0	0	0
ofav71761	0	0	0	0	0	0
ofav71788	0	0	0	0	0	0
ofav71794	0	0	1	0	0	0
ofav7182	2	2	4	0	0	0
ofav71834	0	0	0	0	0	1
ofav71837	0	0	1	1	0	1
ofav71840	0	0	0	0	0	0
ofav71846	84	0	14	18	3	6
ofav71856	0	0	0	0	0	0
ofav7187	3	7	0	3	0	0
ofav71873	0	0	0	1	0	0
ofav71874	0	0	0	0	0	0
ofav71885	5	7	23	16	3	15
ofav71892	0	0	1	0	0	0
ofav71894	0	1	1	0	1	1
ofav71908	0	0	0	0	0	0
ofav71921	0	0	0	0	0	0
ofav71926	0	0	0	0	0	0
ofav71938	0	0	0	0	0	0
ofav7194	41	7	16	30	19	31
ofav71947	4	0	9	6	2	18
ofav71949	0	0	0	1	0	0
ofav71953	12	2	1	2	0	0
ofav71964	0	0	3	2	0	0
ofav71966	0	0	1	0	0	0
ofav71967	0	0	0	0	0	0
ofav71976	2	0	4	0	0	0
ofav71979	0	0	0	0	0	0
ofav7198	0	0	1	2	1	2
ofav7199	0	0	0	0	0	0
ofav71994	1	0	0	0	0	0
ofav72005	0	0	0	0	0	0
ofav72006	0	0	0	0	0	0
ofav72007	0	1	0	0	0	0
ofav72042	0	0	0	0	0	0
ofav72056	0	0	0	0	0	0
ofav72064	0	0	0	0	0	0
ofav72068	0	0	2	0	0	0
ofav72074	0	5	0	0	0	2
ofav72077	0	0	0	0	0	0
ofav72088	2	0	0	1	0	2
ofav721	2	0	1	2	0	2
ofav72106	0	0	0	0	0	0
ofav72110	0	0	0	0	0	0
ofav72122	0	0	0	0	0	1
ofav72124	0	0	0	0	0	1
ofav72128	0	0	0	0	0	0
ofav7213	0	0	0	0	0	0
ofav7214	3	0	0	0	0	0
ofav72142	0	0	1	1	0	1
ofav72152	1	0	2	0	0	0
ofav72156	0	0	1	0	0	0
ofav72166	0	0	0	0	0	0
ofav72175	0	0	0	0	0	0
ofav72188	0	0	0	0	0	0
ofav72189	1	2	4	2	2	0
ofav72199	0	0	1	0	0	0
ofav7220	0	0	2	1	0	1
ofav72207	0	0	0	0	0	0
ofav72228	0	0	0	0	0	0
ofav72234	0	0	0	0	0	0
ofav72245	1	1	5	2	3	2
ofav72251	0	0	0	0	0	2
ofav72253	0	0	1	1	0	0
ofav72261	0	0	0	0	0	0
ofav72263	0	0	1	0	0	0
ofav72269	0	0	0	0	0	0
ofav7228	0	0	1	0	0	0
ofav72291	0	0	1	0	0	0
ofav72311	0	0	0	0	0	0
ofav72319	0	0	1	2	0	2
ofav7232	4	0	4	1	3	4
ofav72345	0	0	2	2	3	2
ofav72362	0	0	0	0	0	0
ofav72364	0	0	0	0	0	0
ofav72381	0	0	0	0	0	0
ofav72382	0	0	0	1	0	0
ofav72388	0	0	0	1	0	0
ofav72396	0	0	0	0	0	1
ofav72409	0	1	0	0	0	0
ofav72411	0	0	0	0	0	0
ofav72421	0	0	0	0	0	0
ofav72437	2	1	19	13	4	7
ofav72442	0	1	1	0	0	1
ofav72445	0	0	0	0	0	0
ofav7245	0	0	0	0	0	0
ofav72455	0	0	0	0	0	1
ofav72457	4	0	5	1	0	0
ofav72474	0	1	3	0	0	1
ofav72477	0	0	0	2	0	2
ofav72481	0	0	0	0	0	0
ofav72491	0	0	1	0	0	1
ofav7250	0	1	0	0	0	0
ofav72502	0	0	0	0	0	1
ofav72504	0	0	1	0	0	0
ofav72510	0	0	0	0	0	0
ofav72514	31	0	11	5	0	4
ofav72526	0	0	0	0	0	1
ofav72533	0	0	1	0	0	0
ofav7255	0	0	0	0	0	0
ofav72567	0	0	0	1	0	0
ofav72575	0	0	0	0	0	0
ofav72585	0	0	1	0	0	2
ofav72588	0	0	2	0	0	0
ofav72597	0	0	0	0	0	0
ofav72598	0	0	0	0	0	0
ofav72606	0	0	0	0	0	0
ofav72615	0	0	1	0	0	1
ofav72616	1	0	0	0	0	0
ofav72626	0	0	7	0	0	2
ofav72629	0	0	1	0	0	0
ofav72639	0	0	1	0	0	0
ofav72643	0	0	1	0	0	0
ofav72644	3	0	3	12	0	1
ofav72646	0	0	1	0	0	0
ofav72650	0	0	0	0	0	0
ofav72660	0	0	0	0	0	0
ofav7267	0	0	1	0	0	0
ofav72673	2	0	2	1	0	2
ofav72683	0	0	0	0	0	0
ofav72688	2	0	0	2	0	0
ofav72694	0	0	1	1	0	0
ofav72696	0	0	0	0	0	1
ofav72705	0	0	0	0	0	0
ofav72706	0	0	0	0	0	1
ofav72718	0	0	0	0	0	0
ofav7273	0	0	0	0	0	0
ofav72731	0	0	0	0	0	1
ofav72736	0	0	0	2	1	1
ofav72737	0	0	0	0	0	0
ofav72771	0	0	0	0	0	0
ofav72780	0	0	0	0	0	0
ofav72818	0	0	0	0	1	1
ofav72828	0	0	0	0	0	0
ofav72859	0	0	0	0	0	0
ofav72868	0	0	0	0	0	0
ofav72883	0	0	0	0	0	0
ofav72886	0	0	0	0	0	0
ofav72887	0	0	1	2	2	2
ofav7289	0	0	1	0	0	0
ofav72908	2	0	0	1	0	2
ofav72917	0	0	0	0	0	0
ofav72918	0	0	0	0	0	1
ofav7294	11	0	3	6	3	8
ofav72941	0	0	1	0	0	0
ofav72943	0	0	0	0	0	0
ofav72950	1	0	2	0	0	0
ofav7296	1	0	1	0	0	3
ofav72967	0	0	2	0	0	0
ofav72968	0	1	0	1	1	1
ofav72998	6	0	1	1	0	0
ofav73	2	0	8	5	1	6
ofav73016	0	1	1	2	0	0
ofav73029	0	0	0	0	0	0
ofav73049	0	0	0	0	0	1
ofav73054	0	0	2	1	0	2
ofav73061	0	0	0	0	0	0
ofav73063	0	0	0	0	0	0
ofav73077	0	0	0	0	0	0
ofav73080	4	0	12	2	0	6
ofav73104	0	0	0	0	0	0
ofav73106	0	0	0	0	0	0
ofav73117	0	0	0	1	0	1
ofav73121	0	0	0	0	0	0
ofav73154	0	0	0	0	0	0
ofav73162	0	0	0	0	0	1
ofav73166	2	0	1	0	2	2
ofav73177	0	0	0	1	0	0
ofav7318	0	0	0	0	0	0
ofav73195	0	0	0	0	0	0
ofav73199	0	1	17	0	0	2
ofav73205	1	0	1	0	2	2
ofav73212	0	0	0	0	0	0
ofav73226	0	0	3	0	1	0
ofav73230	11	1	5	5	2	3
ofav73231	0	0	4	2	0	2
ofav73237	0	0	0	0	0	0
ofav73247	0	0	1	0	3	0
ofav73260	22	0	15	20	5	13
ofav73266	0	0	0	1	0	1
ofav73269	1	0	2	0	0	2
ofav73271	0	0	0	1	0	0
ofav73276	0	0	0	0	0	0
ofav73282	0	0	0	0	0	0
ofav73283	0	0	0	0	0	0
ofav73288	2	0	8	6	2	7
ofav73293	0	0	0	2	0	0
ofav73295	8	0	2	2	0	2
ofav7330	0	0	0	0	0	0
ofav7331	0	0	3	0	0	0
ofav73314	0	0	3	3	0	0
ofav73356	0	0	0	0	0	0
ofav73365	0	0	0	2	0	0
ofav73372	0	0	1	0	0	0
ofav73385	2	0	2	2	0	0
ofav73390	0	0	0	0	0	0
ofav73392	15	0	3	4	4	7
ofav73395	3	2	1	2	0	1
ofav73398	0	0	1	0	0	0
ofav73424	0	0	1	3	0	0
ofav73426	0	0	3	0	0	1
ofav73427	8	0	1	3	0	1
ofav73432	0	0	0	0	0	0
ofav73434	0	0	0	0	0	0
ofav73455	1	3	5	4	0	2
ofav73471	1	0	2	1	0	4
ofav73474	0	0	1	0	0	0
ofav73479	3	0	2	1	0	2
ofav7348	1	0	2	1	0	1
ofav73483	0	0	1	0	0	0
ofav73510	0	0	0	0	0	0
ofav7352	0	1	2	1	2	6
ofav73536	0	0	1	0	0	0
ofav73542	0	0	0	0	0	0
ofav73546	0	0	0	0	0	0
ofav73550	2	0	1	0	0	0
ofav73559	0	0	0	0	0	1
ofav73565	0	0	0	1	0	0
ofav73571	0	0	0	0	0	0
ofav73591	0	0	0	0	0	0
ofav73603	0	0	1	1	0	0
ofav73606	2	0	6	3	1	2
ofav73613	1	1	4	0	0	4
ofav73630	0	0	0	1	0	0
ofav73635	0	0	0	0	0	1
ofav73638	0	0	1	0	0	0
ofav7365	2	0	10	2	0	4
ofav7366	0	0	0	0	0	0
ofav73674	0	0	0	0	0	0
ofav73681	0	0	0	0	0	0
ofav73682	1	1	2	0	0	4
ofav73685	0	0	0	0	0	0
ofav737	0	0	0	0	0	0
ofav73705	0	0	0	0	0	0
ofav73751	1	0	2	0	0	2
ofav73753	0	0	3	0	0	0
ofav73758	0	0	1	0	0	0
ofav73765	4	0	1	5	0	5
ofav73770	0	0	0	0	0	0
ofav73778	1	0	1	0	0	1
ofav73795	0	0	0	0	2	0
ofav73802	0	0	1	0	0	0
ofav73821	0	0	0	1	0	0
ofav73824	0	4	7	6	1	7
ofav73828	4	4	1	2	1	0
ofav7384	0	0	0	0	0	0
ofav73844	2	0	0	0	0	0
ofav73848	0	0	0	0	0	0
ofav7385	0	0	2	3	0	0
ofav73850	0	0	1	0	1	3
ofav73855	0	0	0	0	0	0
ofav73858	1	0	1	1	0	1
ofav73868	0	1	1	1	0	0
ofav73884	0	0	1	0	0	3
ofav7389	1	0	3	3	2	6
ofav73898	0	0	0	0	0	0
ofav73904	0	0	0	1	0	0
ofav73915	0	0	0	0	0	0
ofav73917	1	0	1	0	0	0
ofav73930	0	0	0	0	0	0
ofav7395	0	0	0	0	1	3
ofav73950	0	0	3	9	5	1
ofav73968	2	0	7	14	2	16
ofav73996	16	0	15	4	0	6
ofav7401	1	1	2	6	4	9
ofav74010	0	0	1	0	0	1
ofav74013	0	0	0	0	0	0
ofav74024	0	0	0	0	0	0
ofav74026	0	0	2	0	3	0
ofav74030	0	0	0	0	0	0
ofav74039	0	0	0	0	0	0
ofav7404	0	0	0	0	0	0
ofav74047	0	0	0	1	0	0
ofav74049	0	0	0	0	0	2
ofav74051	0	3	0	0	0	0
ofav74055	0	0	0	0	6	2
ofav74073	0	0	0	0	0	0
ofav74100	0	0	0	0	0	0
ofav74111	0	0	1	0	0	1
ofav74127	0	0	0	0	0	0
ofav74132	0	0	0	0	0	0
ofav74136	3	0	11	14	1	8
ofav74143	3	2	9	3	0	2
ofav74148	1	0	1	0	0	0
ofav74154	0	1	0	0	2	0
ofav74156	0	0	0	0	0	0
ofav74165	0	0	2	1	0	0
ofav74180	0	0	0	0	0	0
ofav74192	1	0	0	0	0	0
ofav74194	8	0	9	7	0	5
ofav7423	0	0	0	0	0	1
ofav74232	1	0	1	0	0	0
ofav74251	2	0	1	5	0	1
ofav74259	0	1	0	1	1	1
ofav74264	0	0	0	1	0	0
ofav74296	0	0	0	0	0	0
ofav74299	5	0	1	0	0	2
ofav743	0	0	0	0	0	0
ofav74306	0	0	0	0	0	0
ofav7432	0	0	0	1	0	1
ofav74328	0	0	0	0	0	0
ofav7433	0	0	5	0	0	2
ofav74337	6	1	8	5	1	3
ofav74347	0	0	0	0	0	0
ofav74359	0	1	0	4	0	5
ofav7437	3	0	2	2	0	1
ofav74374	0	0	0	0	0	0
ofav74385	0	0	0	0	0	0
ofav74391	0	0	0	0	0	0
ofav74396	0	0	0	0	0	0
ofav744	0	1	1	0	0	0
ofav74409	15	4	24	6	1	8
ofav74411	1	0	0	2	1	1
ofav74416	0	0	1	0	0	0
ofav7443	0	0	0	0	0	1
ofav74453	0	0	0	0	0	0
ofav7446	5	0	9	6	3	12
ofav74497	0	0	1	1	0	1
ofav74516	0	0	2	1	0	0
ofav7455	0	0	0	1	0	0
ofav74557	0	0	1	0	0	1
ofav74563	0	0	2	0	0	0
ofav74582	0	0	0	0	0	0
ofav74588	0	0	1	1	0	0
ofav74592	0	0	1	1	0	0
ofav74597	0	0	0	0	0	0
ofav74603	0	0	0	0	0	0
ofav74635	0	0	0	0	0	0
ofav7465	3	0	1	1	0	1
ofav74662	0	0	2	0	0	0
ofav74666	0	0	0	0	0	1
ofav74675	0	0	1	1	0	1
ofav74681	0	0	0	0	0	0
ofav74694	0	0	4	2	0	1
ofav74704	94	6	12	12	2	7
ofav74715	5	1	3	2	0	0
ofav74730	0	0	0	0	0	0
ofav74735	0	0	1	1	0	0
ofav74757	0	0	0	0	0	0
ofav74760	0	0	0	3	0	0
ofav7477	0	0	0	0	0	0
ofav74777	0	0	1	0	0	1
ofav74780	0	0	0	0	0	0
ofav74782	0	0	2	0	0	0
ofav74789	0	0	0	0	0	0
ofav74801	1	0	0	0	0	0
ofav74804	0	0	0	0	0	0
ofav74816	0	0	0	0	0	0
ofav7482	0	0	1	0	2	1
ofav74821	0	0	0	0	0	0
ofav74822	0	0	0	0	0	0
ofav74834	0	0	0	0	0	0
ofav74835	1	0	0	0	1	0
ofav74850	25	0	7	3	5	1
ofav74851	0	0	1	0	0	0
ofav74862	0	0	0	0	0	0
ofav7487	0	3	3	0	0	1
ofav74881	0	0	0	0	0	0
ofav74894	0	0	0	0	0	0
ofav74900	0	0	1	1	0	2
ofav74908	0	0	0	0	0	0
ofav74912	0	0	0	0	0	0
ofav74926	0	0	0	0	0	0
ofav74932	7	0	11	17	0	9
ofav74936	0	0	0	0	0	0
ofav7495	0	0	0	0	0	0
ofav74951	0	0	0	0	0	0
ofav74952	0	5	2	0	0	1
ofav74969	0	3	1	4	2	0
ofav7498	0	2	2	1	0	1
ofav74980	0	0	0	0	0	0
ofav74988	0	0	3	0	0	0
ofav74993	0	0	1	0	0	0
ofav75007	0	0	1	0	0	2
ofav7503	0	0	0	0	0	0
ofav75031	0	0	2	0	0	0
ofav75033	0	0	0	0	0	0
ofav75036	0	0	0	0	0	0
ofav75049	0	0	2	0	0	0
ofav75052	0	0	2	1	1	1
ofav75056	3	0	0	0	0	0
ofav75058	0	0	1	0	0	0
ofav75075	0	3	0	2	0	1
ofav75096	0	0	0	0	0	0
ofav75118	0	0	0	0	0	0
ofav75142	0	2	0	0	0	0
ofav75145	0	0	0	1	0	0
ofav75150	1	0	1	0	0	0
ofav75157	0	0	0	0	0	0
ofav75165	0	0	0	1	1	0
ofav75187	0	0	1	0	0	0
ofav75194	0	0	0	0	0	0
ofav75196	0	0	0	0	0	1
ofav75202	19	2	6	5	2	4
ofav75203	0	0	0	0	0	0
ofav75211	0	0	0	0	0	0
ofav75225	0	1	2	5	1	0
ofav75228	1	6	2	3	0	6
ofav75236	0	0	0	0	0	1
ofav75238	1	0	2	0	0	0
ofav75242	0	0	1	1	0	0
ofav75244	0	0	2	0	1	0
ofav75252	2	1	5	2	0	2
ofav7526	7	4	14	14	6	30
ofav75264	0	0	1	1	0	2
ofav75266	0	0	0	0	0	0
ofav75272	0	0	0	0	0	0
ofav75280	0	0	0	4	0	0
ofav75282	0	0	0	0	0	1
ofav7529	0	0	0	1	0	1
ofav75297	0	0	0	0	0	1
ofav753	0	0	0	0	0	0
ofav75301	0	0	0	0	0	0
ofav75306	0	0	0	0	0	0
ofav75311	1	0	0	0	0	0
ofav75315	0	0	0	0	0	0
ofav75327	0	0	1	0	0	0
ofav75348	0	0	0	0	0	0
ofav75358	0	0	0	0	0	0
ofav75367	0	0	0	0	0	4
ofav75368	0	0	0	1	0	0
ofav75382	0	0	0	0	0	2
ofav75384	0	0	0	0	0	0
ofav75388	0	0	0	0	0	0
ofav7539	0	0	4	0	0	2
ofav75409	0	0	1	0	0	2
ofav75413	0	0	0	0	0	0
ofav75418	0	0	0	1	0	0
ofav75420	0	0	0	0	0	0
ofav75434	0	0	0	0	0	1
ofav75445	0	0	0	0	0	0
ofav75446	0	0	1	1	0	0
ofav75447	0	0	0	0	0	0
ofav7545	18	10	25	11	5	7
ofav75450	0	0	0	0	0	0
ofav7547	0	0	0	1	0	0
ofav7548	0	0	0	0	0	0
ofav75480	0	1	1	0	1	0
ofav75512	0	0	0	0	0	0
ofav75520	0	0	0	0	0	0
ofav7553	1	0	1	0	0	0
ofav75543	0	0	0	0	0	0
ofav75545	0	0	0	0	0	0
ofav75563	0	0	0	0	0	0
ofav75565	0	0	0	0	0	0
ofav7557	1	0	5	2	1	2
ofav75578	0	0	3	4	0	6
ofav75584	0	0	2	0	0	0
ofav7559	3	0	4	5	0	0
ofav75598	0	0	0	0	1	0
ofav75616	0	0	0	1	0	0
ofav75619	0	0	0	0	0	0
ofav75633	0	0	0	1	0	0
ofav75636	0	0	0	1	0	0
ofav75647	0	0	3	5	1	2
ofav75652	0	0	0	0	0	2
ofav75653	0	0	0	0	0	1
ofav75663	1	0	1	1	1	2
ofav75676	0	0	0	0	0	0
ofav75677	0	0	0	0	0	0
ofav75681	0	0	0	0	0	0
ofav75699	0	0	0	0	0	0
ofav7570	0	0	3	3	0	2
ofav75720	0	0	0	0	0	0
ofav7574	0	0	0	2	6	1
ofav75740	0	0	0	0	0	0
ofav7575	0	0	0	0	0	0
ofav75760	0	0	0	0	0	0
ofav75767	0	0	0	0	0	0
ofav75773	1	0	0	0	0	0
ofav75776	0	0	0	0	0	0
ofav758	0	1	0	0	0	0
ofav75801	0	0	0	0	0	0
ofav75810	0	1	3	0	1	1
ofav75811	0	0	1	1	0	5
ofav75824	0	0	1	1	0	3
ofav7583	0	0	0	0	0	1
ofav75862	0	0	0	0	0	2
ofav75863	0	1	0	3	2	1
ofav75870	0	0	0	0	1	0
ofav75871	0	0	2	2	1	6
ofav75875	0	0	0	1	0	1
ofav75876	0	0	0	1	1	0
ofav75878	0	0	1	0	0	1
ofav75893	0	0	2	0	0	4
ofav7590	0	0	3	0	0	1
ofav75906	0	0	1	0	0	0
ofav75934	25	0	8	5	3	4
ofav75936	0	0	0	0	1	0
ofav75945	0	0	0	0	0	1
ofav75948	0	0	0	0	0	0
ofav75951	2	0	1	5	0	2
ofav75956	0	0	0	0	0	0
ofav75980	0	0	0	0	1	1
ofav75983	0	0	0	0	0	0
ofav75996	0	0	4	2	0	2
ofav7600	0	0	4	2	0	1
ofav76002	0	0	1	0	0	0
ofav76026	0	0	0	0	0	0
ofav76029	12	0	7	6	1	7
ofav76031	0	0	0	0	0	0
ofav76040	0	0	0	0	0	0
ofav76041	0	0	0	0	0	0
ofav76055	0	0	0	0	0	0
ofav76065	0	0	1	1	0	0
ofav76070	0	0	0	0	0	0
ofav76083	0	0	0	0	0	0
ofav76101	0	0	1	1	0	2
ofav76118	0	0	0	0	1	1
ofav76123	2	0	3	2	1	0
ofav76135	0	0	1	0	0	0
ofav76140	0	0	2	0	0	0
ofav76144	0	0	0	0	0	0
ofav76157	0	0	0	0	0	0
ofav76160	0	0	0	0	0	0
ofav76178	0	0	0	0	0	0
ofav76203	3	0	0	0	0	1
ofav7622	4	2	11	4	2	3
ofav76222	0	0	1	0	0	1
ofav76234	0	0	0	0	0	0
ofav76237	4	0	1	2	0	1
ofav76247	0	0	1	1	0	2
ofav7625	2	0	6	1	0	2
ofav76255	0	0	0	0	0	0
ofav76269	0	0	0	0	0	0
ofav76284	0	0	0	0	0	1
ofav76291	3	0	2	3	2	4
ofav76304	0	0	0	1	0	0
ofav76312	0	0	0	2	0	0
ofav76314	0	0	0	0	0	0
ofav76317	0	0	0	0	0	0
ofav76320	0	0	0	0	0	0
ofav76323	0	0	0	0	0	0
ofav76327	0	0	0	0	0	1
ofav76339	38	10	8	14	3	3
ofav76343	0	0	0	0	0	0
ofav7635	0	0	0	0	0	1
ofav76383	0	0	0	0	1	1
ofav76389	0	0	0	0	0	0
ofav76390	0	0	1	0	0	0
ofav76408	0	0	0	0	0	0
ofav76409	0	0	4	9	0	5
ofav76414	0	0	0	1	0	0
ofav76431	0	0	0	0	0	0
ofav76449	0	0	0	0	0	0
ofav76470	0	0	0	0	0	0
ofav76487	3	3	0	0	2	2
ofav76493	0	0	0	0	0	0
ofav76527	0	0	6	2	0	1
ofav7654	5	0	2	3	1	2
