BR.A	BR.B	BR.C	DR.A	DR.C	DR.D
ofav114915	0	0	0	0	0	0
ofav114965	0	0	0	0	0	0
ofav115029	1	0	1	0	1	0
ofav11504	0	0	1	0	0	0
ofav115078	0	0	0	0	0	0
ofav11511	0	0	0	0	0	0
ofav115116	0	0	0	0	0	0
ofav115145	0	0	0	0	1	1
ofav115153	4	0	4	4	0	3
ofav115180	0	0	0	0	0	0
ofav115215	0	0	0	0	0	1
ofav115282	0	0	0	2	0	0
ofav115304	0	0	1	0	0	0
ofav115313	0	5	12	3	3	7
ofav115332	0	0	0	0	0	0
ofav115364	0	0	0	0	0	0
ofav115407	0	0	0	0	0	0
ofav115428	0	0	0	0	0	0
ofav115462	0	0	0	0	0	1
ofav115487	0	0	1	1	1	0
ofav11550	6	1	4	1	0	4
ofav115517	0	0	0	0	0	1
ofav115554	1	0	1	4	1	0
ofav115562	0	0	1	0	0	0
ofav115581	0	0	0	0	0	0
ofav11560	6	16	4	0	0	3
ofav115624	0	0	0	0	0	0
ofav115636	0	0	0	0	0	0
ofav115659	0	0	0	0	0	0
ofav11566	3	1	0	2	0	0
ofav11568	0	0	0	0	0	0
ofav115699	0	0	0	0	0	0
ofav115708	0	0	0	0	0	0
ofav115753	0	0	0	0	0	0
ofav115769	0	0	0	1	0	0
ofav11578	8	2	5	15	5	13
ofav1158	0	2	0	3	0	3
ofav115875	0	0	1	0	0	0
ofav115894	0	0	1	0	0	0
ofav115908	1	1	2	1	0	2
ofav11591	0	0	1	0	0	0
ofav115942	0	0	0	0	0	0
ofav115984	31	0	7	10	1	9
ofav11600	0	0	1	0	1	1
ofav116012	0	0	0	0	0	0
ofav116018	0	0	0	0	0	0
ofav116021	2	0	0	0	0	0
ofav116033	0	0	1	0	1	0
ofav11604	0	0	4	3	1	2
ofav116043	1	0	0	0	0	1
ofav116048	0	0	0	0	0	0
ofav11608	0	0	0	1	0	0
ofav116089	1	0	6	4	0	0
ofav116097	0	0	0	0	0	2
ofav116152	0	0	4	1	0	0
ofav116155	0	0	0	0	0	0
ofav116171	0	0	0	0	0	0
ofav11620	3	0	9	6	0	8
ofav11621	0	0	2	1	4	0
ofav116263	0	0	0	0	0	1
ofav116282	0	0	0	0	0	0
ofav116318	0	0	1	0	1	2
ofav116349	0	0	0	0	0	1
ofav11635	0	0	0	0	0	0
ofav116350	0	0	1	0	0	0
ofav11636	0	0	0	0	0	0
ofav116374	0	0	0	1	0	0
ofav116410	0	0	0	0	0	0
ofav116414	0	0	0	0	0	0
ofav116416	0	0	0	0	0	0
ofav116422	0	0	1	0	0	0
ofav116445	0	0	0	0	0	0
ofav116497	0	0	1	0	0	0
ofav116538	0	0	2	1	0	5
ofav116540	5	0	7	1	0	0
ofav11662	0	0	0	0	0	0
ofav116647	0	0	0	0	0	0
ofav11667	0	0	0	0	0	1
ofav116700	0	0	2	0	0	1
ofav116772	0	0	0	0	1	1
ofav11680	1	1	2	1	0	5
ofav11681	11	1	8	8	3	3
ofav116820	1	0	4	0	0	0
ofav116823	0	0	0	0	0	0
ofav116910	0	0	1	0	0	0
ofav116916	0	0	0	0	0	0
ofav116949	0	0	0	0	0	0
ofav116964	0	0	0	0	0	0
ofav116973	0	0	1	0	0	0
ofav116975	0	0	4	2	3	2
ofav117039	0	0	0	1	0	0
ofav117040	4	0	2	2	3	3
ofav117047	0	0	0	0	0	0
ofav11706	14	0	5	0	1	2
ofav117064	0	0	0	0	0	0
ofav117087	0	0	0	0	0	0
ofav117097	0	0	0	3	0	1
ofav117108	0	0	0	0	0	1
ofav11711	0	6	2	1	0	0
ofav117117	0	0	0	0	0	2
ofav117123	0	0	1	0	0	0
ofav117137	0	0	0	0	0	0
ofav11717	0	0	3	0	1	2
ofav117197	0	0	0	0	0	1
ofav117263	0	0	0	1	1	0
ofav117289	0	0	0	0	0	0
ofav117306	0	0	0	0	0	0
ofav11732	0	0	2	1	0	0
ofav117339	0	0	0	0	0	0
ofav117375	0	0	1	1	0	0
ofav117377	0	0	0	0	0	0
ofav117405	0	0	0	0	0	0
ofav11742	0	0	1	1	0	0
ofav117480	0	0	1	1	1	0
ofav117491	0	0	0	0	0	0
ofav1175	0	0	0	0	0	0
ofav117507	3	0	1	0	1	1
ofav117524	0	0	0	1	0	0
ofav117546	0	0	0	0	0	0
ofav117570	0	0	0	0	0	0
ofav117574	3	3	11	2	2	6
ofav117643	0	0	3	1	0	0
ofav117652	12	1	28	7	10	45
ofav11767	0	0	0	0	0	0
ofav117711	0	0	0	0	0	0
ofav117748	0	0	0	0	0	0
ofav117769	0	0	0	1	0	0
ofav117783	0	0	0	0	0	0
ofav117784	0	0	0	0	0	0
ofav117830	0	0	0	0	0	0
ofav117910	0	0	0	0	0	0
ofav117927	0	0	1	1	0	0
ofav117946	1	0	2	0	0	0
ofav117964	0	0	1	0	0	0
ofav117966	0	0	1	0	0	0
ofav118039	0	0	0	0	0	0
ofav118041	0	0	0	0	0	0
ofav118074	0	0	0	0	0	0
ofav11808	0	1	2	4	2	5
ofav118082	0	0	1	0	0	0
ofav11811	0	0	3	4	0	4
ofav118120	0	0	0	0	0	0
ofav118123	0	0	1	0	0	0
ofav118127	0	0	0	0	0	2
ofav118161	0	0	0	0	0	0
ofav118177	0	0	0	0	0	0
ofav11818	0	0	1	1	0	0
ofav11820	20	0	10	18	9	9
ofav11821	0	0	3	4	0	6
ofav118252	0	1	0	0	0	0
ofav11826	0	0	1	0	0	0
ofav118327	0	0	0	0	0	0
ofav118351	0	0	1	2	0	1
ofav118367	0	0	0	0	0	0
ofav118398	0	0	0	0	0	0
ofav11842	0	0	0	0	0	0
ofav118435	0	1	3	0	0	0
ofav118445	0	0	0	0	0	0
ofav118459	0	0	0	0	0	0
ofav118473	0	0	0	0	0	0
ofav118483	0	0	0	1	0	0
ofav118498	0	4	0	1	0	0
ofav11850	0	0	0	5	0	1
ofav118539	0	0	0	0	0	0
ofav118540	0	0	0	0	0	0
ofav118556	0	0	0	1	0	0
ofav118565	0	0	0	0	0	0
ofav11857	0	7	0	0	0	0
ofav118593	0	0	0	0	0	0
ofav118617	0	0	0	0	0	1
ofav118644	0	0	1	2	0	0
ofav118700	0	0	0	1	0	0
ofav118744	0	0	1	1	0	0
ofav118770	0	0	0	0	0	1
ofav118802	0	1	3	0	0	0
ofav118815	0	0	0	0	0	0
ofav118823	0	0	0	0	0	0
ofav118843	0	3	0	0	1	1
ofav118846	0	0	0	0	0	0
ofav118850	0	0	0	0	0	0
ofav11891	12	1	13	10	1	3
ofav118934	0	0	0	0	0	0
ofav11895	9	5	21	21	10	34
ofav118990	0	0	0	0	0	0
ofav1190	0	0	0	0	0	0
ofav119022	0	0	0	0	0	0
ofav119050	0	0	0	0	0	0
ofav119074	4	0	4	2	0	4
ofav119085	0	0	0	0	0	0
ofav119100	0	0	0	0	0	0
ofav119106	0	0	5	5	0	1
ofav119125	0	0	0	0	0	0
ofav119137	0	0	0	0	0	1
ofav119158	0	0	4	1	0	0
ofav119233	0	0	0	0	0	0
ofav119254	0	0	2	0	0	2
ofav119266	0	0	0	0	0	0
ofav119279	0	0	0	1	0	1
ofav119295	0	0	0	0	0	0
ofav11931	0	0	1	1	0	0
ofav119346	0	0	1	0	0	0
ofav119383	0	0	1	1	0	0
ofav119402	0	0	0	0	0	0
ofav119465	0	0	0	0	0	0
ofav11948	6	1	9	16	4	14
ofav119512	0	0	1	1	0	2
ofav119530	0	0	0	0	0	0
ofav11955	0	0	1	0	0	2
ofav119599	0	0	0	0	0	1
ofav119653	0	0	0	0	0	0
ofav119723	0	6	1	0	0	0
ofav119742	0	0	1	0	0	0
ofav119797	0	0	0	0	0	0
ofav11980	8	0	7	8	2	13
ofav119825	0	0	0	0	0	0
ofav119833	0	0	0	0	0	0
ofav119851	0	0	0	0	0	0
ofav11987	0	0	1	2	0	2
ofav119878	0	0	0	0	0	0
ofav119880	0	0	0	1	0	0
ofav119921	6	0	1	1	0	0
ofav119950	0	0	4	0	0	2
ofav119984	0	0	0	0	0	0
ofav119986	3	0	5	2	0	2
ofav119992	0	0	0	0	1	0
ofav120034	0	0	0	0	0	0
ofav120041	0	0	0	0	0	1
ofav120048	0	0	2	0	2	5
ofav120074	0	0	0	0	0	1
ofav120085	0	1	0	0	1	0
ofav120101	0	0	0	0	0	0
ofav12013	0	0	0	0	0	0
ofav12017	5	0	0	4	5	7
ofav120181	0	0	0	0	0	0
ofav120229	0	0	0	0	0	0
ofav120233	0	0	1	0	0	0
ofav120248	0	0	0	0	0	2
ofav12027	0	0	0	0	0	0
ofav120282	0	0	0	0	0	0
ofav12035	0	0	0	0	0	0
ofav120351	10	0	2	5	4	4
ofav120357	3	0	3	3	0	2
ofav120372	0	0	0	0	0	0
ofav120373	0	0	1	1	0	1
ofav120393	0	0	2	0	0	0
ofav120408	1	0	3	1	0	0
ofav120423	0	0	0	0	0	0
ofav120503	0	0	0	0	0	0
ofav120520	0	0	4	1	0	3
ofav12054	0	2	13	7	7	19
ofav120541	0	0	0	0	0	0
ofav120542	0	0	0	0	0	0
ofav12055	1	1	2	2	1	5
ofav120558	2	1	7	2	4	1
ofav120564	0	0	0	0	0	0
ofav12057	0	0	2	0	0	2
ofav120580	0	0	1	0	0	0
ofav12059	5	5	13	20	2	13
ofav12061	0	1	1	0	0	3
ofav12064	0	0	1	0	1	0
ofav120646	8	0	11	3	0	1
ofav120664	4	0	5	5	1	2
ofav120680	0	0	0	0	0	1
ofav120697	0	8	0	2	0	1
ofav120712	0	0	0	0	0	0
ofav120736	2	0	5	3	1	2
ofav12074	0	0	0	0	0	0
ofav120754	0	0	0	0	0	0
ofav120765	1	0	0	1	0	0
ofav120783	0	0	1	3	2	2
ofav120793	0	0	1	0	0	0
ofav120799	0	0	1	0	0	0
ofav120800	0	0	1	0	0	0
ofav120801	0	0	0	0	0	0
ofav120803	0	0	0	0	0	0
ofav120804	0	0	0	0	0	0
ofav120868	3	1	0	0	0	0
ofav120883	0	0	0	0	0	0
ofav120904	0	0	2	1	0	2
ofav120926	0	0	0	0	0	0
ofav120971	0	0	0	0	0	0
ofav12098	1	1	7	2	2	8
ofav121002	0	0	1	1	0	0
ofav121021	0	0	0	0	0	0
ofav121044	0	0	1	0	0	1
ofav12106	0	0	2	0	0	1
ofav121064	0	0	1	0	0	0
ofav12108	1	0	1	0	3	0
ofav1211	0	0	1	0	0	0
ofav12115	0	0	0	1	0	0
ofav121172	0	0	0	1	0	0
ofav121208	0	0	0	0	0	0
ofav12123	0	0	3	1	0	0
ofav121235	0	0	0	0	0	0
ofav12124	0	0	6	3	0	4
ofav121242	0	0	0	0	0	0
ofav121268	0	0	0	0	0	0
ofav121307	0	0	0	0	0	0
ofav121310	0	0	2	0	3	2
ofav121326	0	0	0	0	0	0
ofav121331	0	0	0	0	0	0
ofav121337	0	0	1	0	0	0
ofav121339	0	0	0	0	0	0
ofav12135	0	0	1	0	1	2
ofav121354	0	0	1	1	0	0
ofav121371	0	0	0	0	0	0
ofav121385	0	0	0	1	0	0
ofav121432	0	0	2	0	0	1
ofav121452	0	0	2	1	1	1
ofav121493	0	0	0	0	0	0
ofav12152	0	0	0	2	0	0
ofav12155	1	0	7	4	2	1
ofav121582	0	0	0	0	0	0
ofav121588	0	0	0	0	0	0
ofav121593	0	0	0	0	0	0
ofav121632	1	0	0	1	0	0
ofav121742	13	1	2	1	0	5
ofav121824	0	0	0	0	0	0
ofav12183	0	0	1	0	0	0
ofav121835	0	0	0	0	0	0
ofav121838	0	0	0	0	0	0
ofav12185	0	0	1	0	0	0
ofav121873	0	0	1	0	0	0
ofav121926	0	0	0	0	0	0
ofav121929	0	0	0	0	0	0
ofav121946	0	0	0	3	0	0
ofav121948	0	0	0	0	0	0
ofav121966	0	0	0	0	0	0
ofav121997	0	0	0	1	1	0
ofav122	5	0	16	2	1	5
ofav122061	0	0	0	0	0	0
ofav122145	0	0	0	0	0	0
ofav12215	0	7	3	1	0	2
ofav122151	0	0	0	0	0	1
ofav122154	0	0	1	0	0	0
ofav122169	0	0	0	0	0	0
ofav122193	1	0	1	0	0	0
ofav122209	0	0	1	0	0	0
ofav122268	0	0	1	1	0	0
ofav122276	0	0	0	0	0	1
ofav122282	0	0	0	0	0	0
ofav122305	0	0	0	0	0	0
ofav122353	0	0	0	0	0	0
ofav122354	0	0	0	1	0	0
ofav122384	1	0	1	2	2	1
ofav122397	0	0	0	0	0	0
ofav122440	0	0	7	1	0	2
ofav122441	0	0	0	0	0	0
ofav122450	0	0	1	0	0	1
ofav122453	0	0	1	0	0	0
ofav122458	0	0	0	0	0	0
ofav12246	0	0	0	0	0	0
ofav122476	0	0	1	1	0	0
ofav122482	0	0	0	0	0	0
ofav122485	0	0	0	0	0	0
ofav122505	0	0	0	0	0	0
ofav122528	0	0	0	0	0	0
ofav122538	0	0	0	0	0	0
ofav122583	0	0	0	1	0	0
ofav12259	0	0	1	0	0	0
ofav12260	9	0	5	1	0	0
ofav122609	0	0	0	2	0	0
ofav122620	0	0	0	0	0	0
ofav122641	0	0	1	0	0	2
ofav122663	0	0	0	0	0	1
ofav122664	0	0	0	0	0	0
ofav12272	0	0	2	2	1	1
ofav122729	0	0	2	2	0	0
ofav122745	0	0	0	0	0	0
ofav122770	0	0	0	0	0	0
ofav122802	0	0	0	0	0	0
ofav122804	0	0	0	0	0	0
ofav122827	0	0	0	0	0	0
ofav122903	1	0	0	1	0	1
ofav122957	0	0	1	0	0	0
ofav122968	0	0	0	0	0	2
ofav1230	1	0	0	1	1	2
ofav123000	5	0	1	0	0	1
ofav123009	0	0	0	0	1	0
ofav123037	0	0	0	0	1	0
ofav123038	0	0	0	0	0	0
ofav12304	1	0	2	2	0	7
ofav123093	0	0	0	0	0	0
ofav123108	0	0	1	1	0	0
ofav123112	0	0	0	0	0	0
ofav12312	1	0	3	2	0	1
ofav123122	0	0	0	0	0	0
ofav123130	0	0	0	0	0	0
ofav123183	0	0	2	1	1	1
ofav123185	0	0	0	0	0	0
ofav123247	3	0	1	4	1	0
ofav12325	0	0	1	0	0	0
ofav123253	0	0	0	0	0	1
ofav123255	0	0	0	0	0	0
ofav12326	3	0	0	1	1	0
ofav12332	0	0	3	2	5	1
ofav123380	0	0	1	0	1	1
ofav123395	0	0	1	1	0	0
ofav123407	0	0	2	3	2	2
ofav123437	0	0	1	0	0	0
ofav123448	0	0	1	0	3	1
ofav123455	0	0	1	1	0	0
ofav123477	0	0	0	0	0	1
ofav123494	0	0	0	0	0	0
ofav123500	0	0	0	0	0	0
ofav123530	0	0	0	0	0	0
ofav12354	0	3	8	10	2	5
ofav12359	2	2	16	7	1	15
ofav12364	0	0	6	3	2	5
ofav123684	6	0	13	6	5	12
ofav123701	0	0	0	0	0	0
ofav12375	6	2	1	3	2	2
ofav123752	1	1	0	3	0	4
ofav123755	8	0	2	2	0	0
ofav123761	0	0	0	0	0	0
ofav123766	0	0	0	0	0	0
ofav12377	0	1	0	2	0	1
ofav123817	0	0	1	0	0	0
ofav123843	2	0	0	0	0	0
ofav12386	0	0	0	0	0	0
ofav123896	0	0	0	1	0	1
ofav123941	5	0	2	1	0	1
ofav123954	0	0	0	0	0	0
ofav123963	2	5	12	6	12	15
ofav123968	0	0	1	1	1	0
ofav123982	2	2	1	2	2	3
ofav1240	0	0	1	0	0	0
ofav124001	0	0	0	0	0	0
ofav124006	0	0	1	2	0	1
ofav124009	0	0	0	0	0	0
ofav124015	0	0	0	0	0	0
ofav124026	0	0	0	1	0	1
ofav124044	0	0	0	0	0	0
ofav124047	7	0	1	0	0	0
ofav124049	0	1	2	0	0	0
ofav12405	0	0	0	0	0	0
ofav124085	0	0	3	6	0	4
ofav124118	0	0	8	3	0	3
ofav124167	0	2	2	2	0	0
ofav124169	0	0	0	1	0	0
ofav12417	0	0	0	0	0	0
ofav124211	0	0	0	0	0	0
ofav124217	0	0	0	0	0	0
ofav12422	0	0	0	0	0	0
ofav124230	0	0	0	0	0	0
ofav124231	0	0	0	0	1	0
ofav12426	0	0	0	0	0	0
ofav124265	0	0	0	1	0	0
ofav12427	1	0	0	0	0	0
ofav124290	5	1	7	9	2	3
ofav124297	0	0	2	0	0	0
ofav124311	0	0	1	0	1	0
ofav12432	0	2	0	0	0	0
ofav12437	17	8	26	10	2	12
ofav124370	0	0	0	0	0	0
ofav124378	0	0	0	0	0	0
ofav124381	1	0	2	6	1	5
ofav12446	12	7	16	13	7	15
ofav124464	0	0	2	0	0	0
ofav124473	0	0	0	0	0	0
ofav124481	0	0	0	0	0	1
ofav124515	0	0	0	0	0	2
ofav124556	0	0	0	0	0	0
ofav12456	0	1	1	2	0	2
ofav124600	0	0	0	0	0	1
ofav124630	0	0	0	1	0	2
ofav124643	0	0	0	0	0	0
ofav124685	0	0	2	0	0	0
ofav12469	0	0	7	0	0	0
ofav124706	1	0	1	2	0	1
ofav124725	0	0	0	0	0	0
ofav124730	0	0	0	0	0	0
ofav124774	1	0	0	0	0	0
ofav124792	0	0	0	0	1	0
ofav1248	0	0	0	0	0	0
ofav124822	0	0	0	0	0	0
ofav12487	16	0	23	23	7	25
ofav124875	0	0	0	0	0	0
ofav124880	0	0	0	0	0	2
ofav124891	0	2	1	0	0	0
ofav124914	0	1	0	0	0	0
ofav124931	0	0	0	0	0	0
ofav12497	2	0	5	6	2	2
ofav124977	1	0	0	0	0	0
ofav125005	0	0	1	0	0	0
ofav125023	0	0	0	0	0	1
ofav12504	3	1	0	3	0	4
ofav125050	0	0	0	0	0	0
ofav125051	0	0	0	0	0	0
ofav12506	0	0	0	0	0	0
ofav12508	6	3	1	5	1	2
ofav125105	0	0	0	0	0	0
ofav125129	0	0	0	1	0	1
ofav125152	0	1	3	2	0	4
ofav125180	0	0	2	0	0	0
ofav125214	0	1	0	1	1	1
ofav125226	0	3	1	1	0	0
ofav125227	0	0	0	0	0	0
ofav12525	3	13	6	19	1	12
ofav125254	0	0	1	0	0	2
ofav125256	0	0	0	0	0	0
ofav125262	0	0	0	0	0	1
ofav125287	0	0	0	1	0	1
ofav1253	0	0	0	0	0	0
ofav12531	0	0	0	0	0	0
ofav125313	0	0	0	0	0	0
ofav125345	0	0	0	0	0	0
ofav125360	0	0	0	0	0	0
ofav125364	0	0	0	0	0	0
ofav125392	0	0	1	1	0	2
ofav125436	0	0	0	0	0	0
ofav12544	2	0	0	2	1	3
ofav125446	0	0	0	0	0	0
ofav12548	0	0	0	0	0	0
ofav12549	0	0	0	0	0	2
ofav125507	0	0	0	0	0	0
ofav125549	4	0	2	0	0	0
ofav125553	0	0	1	0	0	0
ofav12556	2	0	1	0	0	0
ofav125579	0	0	0	0	0	0
ofav125583	0	0	3	1	0	0
ofav12559	1	9	10	23	8	17
ofav125610	6	0	5	1	1	0
ofav12562	0	0	6	4	1	3
ofav125649	0	0	1	0	2	3
ofav125659	3	2	2	3	0	0
ofav125681	0	0	0	0	0	0
ofav125708	0	0	0	0	0	0
ofav125709	0	0	0	0	0	0
ofav125713	0	0	0	1	0	0
ofav12574	0	0	3	4	1	0
ofav12577	0	0	0	0	0	1
ofav125771	0	0	0	0	0	0
ofav12581	3	0	1	0	0	1
ofav125835	0	0	0	0	0	0
ofav125895	0	0	1	0	0	1
ofav125911	0	0	0	0	0	0
ofav125940	0	0	0	0	0	0
ofav12597	0	4	5	4	1	9
ofav125975	0	0	0	0	0	1
ofav12599	2	4	2	1	0	3
ofav125999	0	0	0	0	1	0
ofav126003	0	0	0	1	0	0
ofav126005	0	0	0	0	0	0
ofav126010	0	0	1	0	0	0
ofav126060	0	0	0	0	0	0
ofav126076	1	0	0	0	0	0
ofav126138	0	0	0	0	0	0
ofav126161	0	0	1	0	0	0
ofav126170	0	0	0	0	0	0
ofav126182	0	0	1	0	0	0
ofav126213	0	0	0	0	0	2
ofav126234	0	0	0	0	0	0
ofav126238	0	0	3	4	0	2
ofav126255	1	0	5	3	0	2
ofav126306	0	0	0	0	0	0
ofav126345	0	0	0	0	0	0
ofav126366	0	0	0	2	0	0
ofav126367	0	0	0	1	0	2
ofav126392	0	0	0	0	0	0
ofav126425	0	0	0	0	0	0
ofav126500	0	0	0	0	3	0
ofav126520	0	0	0	0	0	0
ofav126534	0	0	1	0	0	0
ofav126542	0	0	0	0	0	0
ofav12657	3	12	40	17	29	12
ofav126582	2	0	4	2	0	4
ofav126584	0	0	0	0	0	0
ofav126608	0	0	0	0	0	0
ofav126615	0	0	0	0	0	0
ofav126624	0	0	0	0	0	0
ofav126626	0	0	0	0	0	0
ofav12663	21	10	44	49	14	64
ofav126675	15	0	2	0	0	0
ofav1267	0	0	0	0	0	2
ofav126711	0	0	0	0	0	0
ofav12673	1	0	0	2	1	0
ofav126754	15	11	32	34	13	40
ofav126765	0	0	0	0	0	1
ofav12679	0	0	9	5	1	9
ofav126799	0	0	0	1	0	0
ofav12680	9	0	1	0	0	0
ofav126967	0	0	0	0	0	0
ofav126976	0	0	0	0	0	0
ofav126993	0	0	0	0	0	0
ofav126998	0	0	0	0	0	0
ofav12701	0	0	2	3	1	2
ofav127050	0	1	2	0	5	2
ofav12706	0	2	1	0	0	2
ofav127111	0	0	0	0	0	0
ofav127122	0	0	1	0	0	1
ofav12714	2	1	7	3	7	9
ofav127154	0	0	0	0	0	2
ofav12717	0	0	1	1	0	0
ofav127216	0	0	0	0	0	1
ofav127223	0	1	0	0	0	2
ofav127227	0	1	0	1	0	1
ofav12724	0	0	3	5	1	6
ofav127240	0	0	0	1	0	0
ofav12726	8	0	5	2	1	2
ofav127265	0	0	0	0	0	0
ofav127267	2	0	6	3	0	0
ofav127269	0	0	0	0	0	0
ofav127319	0	0	0	0	0	0
ofav127341	0	0	0	0	0	0
ofav127392	0	0	1	2	0	1
ofav127446	0	0	0	0	0	0
ofav127470	0	0	3	3	0	0
ofav127475	0	0	0	0	0	0
ofav12748	0	2	6	6	3	9
ofav12755	1	1	0	0	2	0
ofav127560	3	0	2	3	3	1
ofav127648	0	0	1	0	0	0
ofav127722	0	0	0	0	1	1
ofav127747	1	0	0	0	0	0
ofav127766	30	2	11	14	2	5
ofav127872	0	0	2	0	0	0
ofav1279	0	0	0	1	0	1
ofav127958	0	0	1	0	1	2
ofav127978	0	0	0	0	0	0
ofav127984	3	0	0	0	0	0
ofav127993	0	0	0	0	0	0
ofav127998	0	0	0	0	0	0
ofav128	1	0	0	1	0	0
ofav12802	2	0	11	17	6	17
ofav128068	0	0	0	0	0	0
ofav128111	0	0	0	0	0	0
ofav128123	0	0	0	0	0	0
ofav128174	1	0	0	0	1	0
ofav128185	0	0	0	0	0	0
ofav128211	1	0	0	0	0	0
ofav128261	1	0	0	0	0	0
ofav128266	0	0	0	1	0	0
ofav12828	0	0	0	1	0	0
ofav128299	0	0	0	0	0	1
ofav128300	0	0	0	0	0	0
ofav12831	14	5	12	17	5	9
ofav128322	0	0	1	0	0	0
ofav128398	1	0	0	6	0	2
ofav1284	2	0	1	0	0	1
ofav128412	0	0	0	0	0	0
ofav128422	0	1	0	0	0	0
ofav128440	2	0	5	0	0	0
ofav128475	0	0	0	0	0	0
ofav128509	0	0	1	3	0	3
ofav128515	2	0	0	0	0	0
ofav128517	0	0	0	0	0	0
ofav128552	0	0	0	0	0	0
ofav128568	0	0	0	0	0	0
ofav128582	0	0	2	0	0	0
ofav128604	0	0	0	1	0	0
ofav128607	0	0	1	0	0	0
ofav128650	1	1	3	5	0	3
ofav12867	1	2	1	2	1	3
ofav128672	0	0	0	0	0	0
ofav12872	0	0	1	0	2	1
ofav128725	0	1	1	0	0	2
ofav128730	10	1	6	8	0	3
ofav128745	0	0	0	0	0	1
ofav12879	0	0	2	2	1	0
ofav12882	1	2	6	6	1	8
ofav128869	0	0	0	0	0	0
ofav128973	1	0	0	0	0	0
ofav129008	0	0	0	0	0	0
ofav129009	0	0	0	0	0	1
ofav129050	0	0	0	0	0	0
ofav12909	0	0	0	0	0	0
ofav129092	0	0	0	0	0	1
ofav129117	0	0	0	0	0	0
ofav129146	2	0	1	1	0	0
ofav12916	14	5	9	34	10	30
ofav129188	0	0	0	0	0	1
ofav129210	0	0	0	0	0	0
ofav129252	0	0	0	1	0	0
ofav129289	0	0	0	1	0	0
ofav129365	0	1	0	0	0	0
ofav129370	0	0	0	0	0	0
ofav129382	0	0	0	0	0	0
ofav129384	0	1	0	1	0	0
ofav1294	9	0	1	3	0	2
ofav129425	0	0	1	0	0	0
ofav129435	1	0	0	0	0	0
ofav129437	0	0	1	0	0	0
ofav129468	0	0	0	0	0	0
ofav129476	0	0	0	0	0	0
ofav129479	0	0	0	0	0	0
ofav12948	0	0	0	0	0	0
ofav129492	0	0	0	0	0	0
ofav129517	0	0	0	1	0	0
ofav12956	37	4	23	21	13	29
ofav129672	0	0	0	0	0	0
ofav129674	0	0	0	0	1	0
ofav129698	0	0	0	0	0	0
ofav129706	0	0	0	0	0	0
ofav129711	0	0	0	0	0	0
ofav129716	0	0	0	0	0	0
ofav129764	0	0	0	0	0	0
ofav129787	0	0	0	0	0	0
ofav1298	4	0	1	0	1	1
ofav129808	0	0	1	0	0	0
ofav12981	0	0	0	0	0	1
ofav129820	0	0	0	0	0	0
ofav12983	0	1	2	2	7	3
ofav129846	0	0	1	0	0	0
ofav12987	13	2	18	23	3	12
ofav129872	0	0	0	0	0	1
ofav129873	0	0	1	0	0	1
ofav129881	0	0	0	0	0	0
ofav129894	0	0	0	0	0	0
ofav12990	0	1	0	0	1	0
ofav129950	0	0	0	0	0	0
ofav129966	0	0	0	0	0	0
ofav12997	1	7	6	6	2	7
ofav12998	0	0	0	0	0	0
ofav129989	0	0	0	0	0	0
ofav130	0	0	1	0	0	1
ofav130026	0	0	0	0	0	0
ofav130039	15	2	6	14	0	5
ofav130042	0	0	1	0	0	0
ofav130079	0	0	3	0	0	0
ofav130081	0	0	0	0	0	0
ofav130093	4	0	1	0	0	0
ofav130095	0	0	0	0	0	0
ofav130116	1	0	6	2	0	2
ofav130122	0	0	0	0	0	4
ofav130159	0	0	1	0	0	0
ofav130179	0	0	0	0	0	0
ofav13023	1	0	2	7	1	4
ofav130256	0	0	0	1	0	0
ofav130280	2	2	1	1	0	1
ofav130286	0	0	0	0	0	0
ofav13029	4	1	11	13	1	11
ofav130392	0	0	0	0	0	0
ofav130414	0	0	0	0	0	0
ofav13045	0	0	0	0	0	1
ofav130459	4	1	7	1	4	4
ofav13052	1	0	0	0	0	1
ofav130568	0	0	1	1	0	0
ofav130586	0	0	0	0	0	1
ofav130590	6	0	0	0	0	1
ofav1306	0	1	0	0	0	0
ofav130644	0	0	0	0	1	1
ofav130697	0	0	0	0	0	0
ofav1307	0	0	0	0	0	0
ofav130707	7	0	11	2	0	1
ofav130743	0	0	0	0	0	0
ofav130769	0	0	0	1	0	0
ofav130870	0	0	0	0	0	0
ofav130915	0	0	0	0	0	0
ofav130920	0	0	0	0	0	0
ofav130921	0	0	0	0	0	0
ofav130927	0	0	0	0	0	0
ofav130952	0	0	0	0	0	0
ofav130965	0	0	0	0	0	0
ofav130968	0	0	2	1	0	0
ofav13097	0	0	0	0	1	0
ofav131003	0	0	0	0	0	0
ofav13112	0	0	0	0	0	0
ofav131121	0	0	0	0	0	0
ofav13115	0	0	0	0	1	0
ofav13123	4	0	1	8	2	2
ofav131273	0	0	6	0	1	2
ofav13130	0	0	0	0	0	1
ofav131301	0	0	0	0	0	0
ofav131305	0	0	0	0	0	0
ofav13134	0	0	0	0	0	0
ofav131344	0	0	0	0	0	1
ofav131373	0	0	1	0	0	0
ofav131379	1	0	2	0	0	1
ofav131415	0	0	0	0	0	0
ofav131416	0	0	0	0	0	0
ofav131421	0	0	0	1	0	0
ofav13143	0	0	2	1	0	1
ofav13144	1	0	0	0	0	0
ofav131440	0	0	0	0	0	1
ofav13145	0	0	0	0	0	0
