	BR-A-fav_uptake_S1_L007_R1_001.fastq.trim.sam.counts	BR-B-fav_uptake_S2_L007_R1_001.fastq.trim.sam.counts	BR-C-fav_uptake_S3_L007_R1_001.fastq.trim.sam.counts	BR-D-fav_uptake_S4_L007_R1_001.fastq.trim.sam.counts	CR-A-fav_uptake_S5_L007_R1_001.fastq.trim.sam.counts	CR-B-fav_uptake_S6_L007_R1_001.fastq.trim.sam.counts	CR-C-fav_uptake_S7_L007_R1_001.fastq.trim.sam.counts	DR-A-fav_uptake_S8_L007_R1_001.fastq.trim.sam.counts	DR-B-fav_uptake_S9_L007_R1_001.fastq.trim.sam.counts	DR-C-fav_uptake_S10_L007_R1_001.fastq.trim.sam.counts	DR-D-fav_uptake_S11_L007_R1_001.fastq.trim.sam.counts	
ofav107265	0	0	1	0	0	0	0	2	0	0	1	
ofav107267	0	0	0	0	0	0	0	1	0	0	1	
ofav107290	0	0	4	0	0	0	0	0	0	0	1	
ofav107300	0	0	2	0	0	0	0	1	0	0	0	
ofav107305	0	0	6	0	0	0	0	12	0	1	8	
ofav107332	0	0	0	0	0	0	0	1	0	0	1	
ofav107370	0	0	1	0	0	0	0	0	0	0	0	
ofav10738	0	0	1	0	0	0	0	4	0	0	3	
ofav107391	0	0	1	0	0	0	0	0	0	0	0	
ofav107399	0	0	3	0	0	0	0	0	0	0	0	
ofav107425	0	0	0	0	0	0	0	0	0	0	2	
ofav10743	0	0	71	0	0	0	0	85	0	0	156	
ofav107431	0	0	3	0	0	0	0	3	0	0	2	
ofav107448	0	0	3	0	0	0	0	1	0	0	4	
ofav107463	0	0	0	0	0	0	0	0	0	0	1	
ofav107486	0	0	1	0	0	0	0	3	0	0	0	
ofav107514	0	0	1	0	0	0	0	2	0	0	1	
ofav107541	0	0	1	0	0	0	0	0	0	0	2	
ofav107566	38	4	167	0	0	0	0	145	2	3	79	
ofav107582	0	0	4	0	0	0	0	1	0	0	2	
ofav107607	0	0	0	0	0	0	0	0	0	0	1	
ofav107614	1	0	5	0	0	0	0	5	0	0	4	
ofav107628	0	0	2	0	0	0	0	11	0	0	8	
ofav107644	0	0	3	0	0	0	0	4	0	0	0	
ofav107665	0	0	1	0	0	0	0	1	0	0	2	
ofav107743	0	0	2	0	0	0	0	0	0	0	0	
ofav10775	2	2	103	0	0	0	0	113	0	6	229	
ofav107750	0	0	2	0	0	0	0	0	0	0	0	
ofav10776	0	0	1	0	0	0	0	0	0	0	0	
ofav107760	2	0	16	0	0	0	0	1	0	0	3	
ofav107779	0	0	1	0	0	0	0	3	0	0	1	
ofav107803	0	0	11	0	0	0	0	14	0	0	7	
ofav10782	0	0	1	0	0	0	0	0	0	0	5	
ofav107836	0	0	0	0	0	0	0	1	0	0	2	
ofav107893	0	0	7	0	0	0	0	5	0	0	9	
ofav107894	4	0	45	0	0	0	0	25	0	0	35	
ofav107939	0	0	3	0	0	0	0	3	0	0	9	
ofav107957	0	0	6	0	0	0	0	1	1	0	15	
ofav107972	1	1	18	0	0	0	0	18	0	0	36	
ofav107977	0	0	12	0	0	0	0	7	0	0	8	
ofav10799	19	11	272	0	0	1	0	321	1	14	352	
ofav108	0	0	29	0	0	0	0	16	0	2	58	
ofav108025	24	2	156	0	0	0	0	132	0	0	74	
ofav108039	0	0	0	0	0	0	0	0	0	0	2	
ofav108117	0	0	0	0	0	0	0	1	0	0	1	
ofav108119	0	0	1	0	0	0	0	0	0	0	1	
ofav108126	0	0	0	0	0	0	0	0	0	0	1	
ofav108144	0	0	1	0	0	0	0	0	0	0	0	
ofav108185	0	0	0	0	0	0	0	1	0	0	1	
ofav10825	5	0	231	0	0	1	0	187	0	7	172	
ofav108254	8	0	64	0	0	0	0	51	0	1	29	
ofav10835	0	0	8	0	0	0	0	10	0	0	10	
ofav108350	0	0	0	0	0	0	0	1	0	0	2	
ofav10839	2	0	8	0	0	0	0	4	0	0	8	
ofav108447	0	0	0	0	0	0	0	0	0	0	2	
ofav108487	0	0	0	0	0	0	0	0	0	0	3	
ofav10849	1	1	64	0	0	0	0	127	0	2	144	
ofav108499	0	0	4	0	0	0	0	1	0	0	4	
ofav10856	0	0	0	0	0	0	0	0	0	0	2	
ofav108568	0	0	1	0	0	0	0	1	0	0	4	
ofav108579	0	0	1	0	0	0	0	3	0	1	4	
ofav108615	1	0	2	0	0	0	0	0	0	0	0	
ofav108618	0	0	1	0	0	0	0	1	0	0	1	
ofav10865	0	0	0	0	0	0	0	3	0	0	1	
ofav108651	0	0	1	0	0	0	0	0	0	0	0	
ofav108682	0	0	6	0	0	0	0	11	0	0	16	
ofav108712	0	0	3	0	0	0	0	4	0	0	6	
ofav108715	0	0	1	0	0	0	0	0	0	0	0	
ofav10872	13	2	128	0	0	0	0	190	1	13	288	
ofav108783	0	0	1	0	0	0	0	0	0	0	0	
ofav108799	0	0	0	0	0	0	0	1	0	0	0	
ofav108816	0	0	0	0	0	0	0	1	0	1	2	
ofav108817	0	0	0	0	0	0	0	0	0	0	2	
ofav108824	0	0	2	0	0	0	0	1	0	0	0	
ofav108828	0	0	4	0	0	0	0	7	0	0	6	
ofav108832	0	0	17	0	0	0	0	2	0	0	1	
ofav108891	0	0	4	0	0	0	0	10	0	1	13	
ofav10899	0	0	0	0	0	0	0	0	0	0	2	
ofav109011	0	0	2	0	0	0	0	0	0	0	0	
ofav109015	0	0	0	0	0	0	0	0	0	0	1	
ofav109025	0	0	0	0	0	0	0	0	0	0	2	
ofav109043	1	0	29	0	0	0	0	10	0	0	15	
ofav109077	0	0	2	0	0	0	0	2	0	0	6	
ofav109159	0	0	1	0	0	0	0	0	0	0	0	
ofav109182	0	0	4	0	0	0	0	0	0	0	0	
ofav109203	2	1	23	0	0	0	0	4	0	0	10	
ofav109213	3	1	1	0	0	0	0	3	0	0	5	
ofav109219	0	0	1	0	0	0	0	0	0	0	0	
ofav109239	0	0	5	0	0	0	0	0	0	0	1	
ofav109259	0	0	3	0	0	0	0	8	0	0	5	
ofav109264	0	0	4	0	0	0	0	1	0	0	7	
ofav109272	0	0	0	0	0	0	0	0	0	0	2	
ofav109297	0	0	0	0	0	0	0	2	0	0	0	
ofav109323	8	0	12	0	0	0	0	21	0	0	36	
ofav109329	0	0	0	0	0	0	0	0	0	0	1	
ofav109348	0	0	8	0	0	0	0	19	0	1	16	
ofav109349	1	3	28	0	0	0	0	20	0	0	15	
ofav109364	1	0	11	0	0	0	0	5	0	0	9	
ofav10937	0	1	34	0	0	0	0	30	0	3	69	
ofav109417	0	0	0	0	0	0	0	0	0	0	2	
ofav109440	0	0	0	0	0	0	0	1	0	0	3	
ofav109449	0	0	4	0	0	0	0	3	0	0	3	
ofav109460	0	0	0	0	0	0	0	0	0	0	2	
ofav109478	0	0	0	0	0	0	0	1	0	0	0	
ofav109485	0	0	3	0	0	0	0	3	0	0	7	
ofav109509	0	0	1	0	0	0	0	1	0	0	4	
ofav109580	0	0	2	0	0	0	0	0	0	0	1	
ofav109587	0	0	2	0	0	0	0	5	0	0	6	
ofav109588	0	0	0	0	0	0	0	0	0	0	3	
ofav1096	0	0	1	0	0	0	0	1	0	0	0	
ofav109630	0	0	0	0	0	0	0	0	0	0	1	
ofav109672	0	0	6	0	0	0	0	5	0	0	1	
ofav109692	1	0	9	0	0	0	0	5	0	0	8	
ofav109696	0	2	1	0	0	0	0	1	0	0	0	
ofav109818	0	0	12	0	0	0	0	17	0	0	19	
ofav109834	0	0	0	0	0	0	0	1	0	0	0	
ofav109874	1	0	44	0	0	0	0	50	0	0	38	
ofav109894	0	0	0	0	0	0	0	2	0	0	0	
ofav10991	89	40	1616	2	3	4	0	2153	2	65	2349	
ofav10992	12	0	146	1	0	0	0	112	0	2	204	
ofav109943	6	3	107	0	0	0	0	69	0	1	58	
ofav10996	5	0	215	1	0	0	0	110	0	3	511	
ofav10997	30	10	459	1	0	1	0	804	0	17	612	
ofav109993	4	0	35	1	0	0	0	7	0	2	19	
ofav11005	467	510	9453	10	5	15	1	7871	19	658	8423	
ofav110056	0	0	20	0	0	0	0	19	0	2	10	
ofav110061	0	0	3	0	0	0	0	5	0	0	6	
ofav110075	0	0	2	0	0	0	0	2	0	1	0	
ofav110096	0	0	0	0	0	0	0	2	0	0	1	
ofav11012	106	31	1918	3	0	0	0	2253	4	69	2406	
ofav110131	0	0	19	0	0	0	0	22	0	0	28	
ofav110136	0	0	4	0	0	0	0	0	0	0	1	
ofav110151	0	0	0	0	0	0	0	0	0	0	1	
ofav110157	0	0	2	0	0	0	0	0	0	0	0	
ofav110172	0	0	0	0	0	0	0	1	0	0	0	
ofav110194	0	2	15	0	0	0	0	0	0	0	7	
ofav11020	6	13	193	1	0	0	0	323	1	8	437	
ofav110241	0	0	7	0	0	0	0	6	0	0	1	
ofav110255	0	2	0	0	0	0	0	0	0	0	0	
ofav110259	0	0	2	0	0	0	0	2	0	0	1	
ofav110265	0	0	2	0	0	0	0	0	0	0	0	
ofav110306	0	1	2	0	0	0	0	4	0	0	6	
ofav110321	0	0	0	0	0	0	0	1	0	0	0	
ofav11035	81	53	545	0	1	1	0	986	2	36	714	
ofav110350	2	2	133	0	0	0	0	64	0	0	50	
ofav110376	0	0	0	0	0	0	0	1	0	0	0	
ofav110377	0	0	3	0	0	0	0	0	0	1	0	
ofav110398	1	0	44	0	0	0	0	9	0	1	20	
ofav11044	0	0	1	0	0	0	0	0	0	0	0	
ofav110485	0	0	3	0	0	0	0	4	0	0	6	
ofav110486	0	0	1	0	0	0	0	1	0	0	4	
ofav11051	15	6	193	1	0	2	0	316	1	7	282	
ofav110512	0	0	2	0	0	0	0	3	0	0	1	
ofav110530	4	1	9	0	0	0	0	7	0	0	6	
ofav110567	0	0	1	0	0	0	0	0	0	0	0	
ofav110593	0	0	1	0	0	0	0	0	0	0	0	
ofav110600	0	1	42	0	0	0	0	45	0	0	134	
ofav110614	0	0	1	0	0	0	0	0	0	0	1	
ofav110641	0	0	1	0	0	0	0	2	0	0	4	
ofav110642	0	0	1	0	0	0	0	3	0	0	1	
ofav110655	0	0	0	0	0	0	0	0	0	1	1	
ofav110660	0	0	2	0	0	0	0	0	0	1	0	
ofav110675	1	0	69	0	0	0	0	11	0	0	39	
ofav11071	13	17	746	1	0	2	0	1066	1	30	1057	
ofav110740	3	1	40	0	0	0	0	22	0	2	29	
ofav110780	0	0	7	0	0	0	0	14	0	0	9	
ofav110788	0	0	0	0	0	0	0	1	0	0	2	
ofav110794	0	0	12	0	0	0	0	14	0	0	15	
ofav110797	0	0	1	0	0	0	0	0	0	0	0	
ofav110805	0	0	1	0	0	0	0	0	0	0	2	
ofav110814	0	0	10	0	0	0	0	10	0	0	35	
ofav110815	0	0	1	0	0	0	0	0	0	0	3	
ofav110824	0	0	4	0	0	0	0	2	0	0	3	
ofav110844	0	0	0	0	0	0	0	1	0	0	0	
ofav11085	3	33	300	0	0	1	0	527	2	11	870	
ofav110905	0	0	4	0	0	0	0	0	0	0	2	
ofav110906	0	0	1	0	0	0	0	0	0	0	0	
ofav11092	7	1	325	0	0	1	0	202	0	4	497	
ofav110924	0	0	9	0	0	0	0	2	0	0	0	
ofav110936	0	0	0	0	0	0	0	1	0	0	1	
ofav110952	0	0	1	0	0	0	0	1	0	0	0	
ofav111010	0	0	0	0	0	0	0	0	0	0	1	
ofav111111	0	0	0	0	0	0	0	2	0	0	3	
ofav111177	0	0	1	0	0	0	0	0	0	0	0	
ofav111185	0	0	1	0	0	0	0	0	0	0	1	
ofav111219	0	0	2	0	0	0	0	0	0	0	0	
ofav111226	0	0	2	0	0	0	0	0	0	0	1	
ofav111228	0	0	4	0	0	0	0	6	0	0	1	
ofav111235	0	0	5	0	0	0	0	0	0	0	3	
ofav111243	0	0	17	0	0	0	0	23	0	0	14	
ofav11131	0	0	5	0	0	0	0	5	0	0	4	
ofav111315	0	0	0	0	0	0	0	0	0	0	1	
ofav11134	0	0	2	0	0	0	0	1	0	0	0	
ofav111347	5	3	19	0	0	0	0	27	1	0	22	
ofav111357	0	0	0	0	0	0	0	4	0	0	0	
ofav111401	0	0	0	0	0	0	0	1	0	0	0	
ofav111433	0	0	1	0	0	0	0	0	0	0	0	
ofav111453	0	0	1	0	0	0	0	3	0	0	14	
ofav111468	0	0	2	0	0	0	0	0	0	0	3	
ofav11147	7	0	397	0	0	0	0	124	0	7	400	
ofav111491	0	0	36	0	0	0	0	40	0	0	7	
ofav111535	0	0	5	0	0	0	0	12	0	1	13	
ofav111542	0	2	18	0	0	0	0	13	0	0	23	
ofav111584	0	0	4	0	0	0	0	3	0	0	2	
ofav111585	0	0	1	0	0	0	0	0	0	0	0	
ofav111621	0	2	2	0	0	0	0	1	0	0	1	
ofav111637	0	0	28	0	0	0	0	17	0	0	39	
ofav111646	0	0	1	0	0	0	0	0	0	2	0	
ofav111670	1	3	34	0	0	0	0	33	0	0	49	
ofav111699	0	0	3	0	0	0	0	2	0	0	13	
ofav111722	0	0	6	0	0	0	0	13	0	0	16	
ofav111728	0	0	1	0	0	0	0	0	0	0	0	
ofav11173	0	0	0	0	0	0	0	0	0	0	1	
ofav111761	0	0	1	0	0	0	0	0	0	0	1	
ofav111780	0	0	1	0	0	0	0	0	0	0	4	
ofav111814	0	0	1	0	0	0	0	0	0	0	2	
ofav111816	0	0	16	0	0	0	0	27	0	3	18	
ofav11183	0	0	4	0	0	0	0	0	0	0	5	
ofav111910	0	0	6	0	0	0	0	3	0	0	0	
ofav111928	0	0	11	0	0	0	0	1	0	0	10	
ofav111947	0	0	3	0	0	0	0	3	0	0	0	
ofav11195	32	14	307	2	0	0	0	389	1	6	356	
ofav111954	0	0	1	0	0	0	0	3	0	2	2	
ofav111978	0	0	7	0	0	0	0	5	0	0	2	
ofav111988	0	0	7	0	0	0	0	1	0	0	1	
ofav112009	0	0	4	0	0	0	0	0	0	0	0	
ofav112018	0	0	16	0	0	0	0	13	0	0	10	
ofav112042	0	0	5	0	0	0	0	8	0	0	5	
ofav112048	0	0	0	0	0	0	0	1	0	0	0	
ofav112056	0	0	6	0	0	0	0	1	0	0	3	
ofav112092	0	0	2	0	0	0	0	1	0	0	0	
ofav112102	0	0	1	0	0	0	0	1	0	0	1	
ofav112120	0	0	0	0	0	0	0	0	0	0	4	
ofav112217	0	0	3	0	0	0	0	1	0	0	3	
ofav112233	0	0	0	0	0	0	0	1	0	0	0	
ofav112263	0	0	1	0	0	0	0	0	0	0	4	
ofav112340	1	0	17	0	0	0	0	14	0	0	19	
ofav112343	0	0	1	0	0	0	0	0	0	0	1	
ofav112359	0	0	4	0	0	0	0	4	0	0	3	
ofav112378	0	0	2	0	0	0	0	11	0	1	2	
ofav112399	0	0	3	0	0	0	0	0	0	0	1	
ofav112428	0	0	1	0	0	0	0	2	0	0	0	
ofav112434	0	0	1	0	0	0	0	1	0	0	0	
ofav112441	0	0	4	0	0	0	0	0	0	0	19	
ofav112451	0	0	0	0	0	0	0	0	0	0	1	
ofav11246	23	2	206	0	0	0	0	279	1	20	392	
ofav112462	0	2	1	0	0	0	0	0	0	0	0	
ofav112479	0	0	1	0	0	0	0	0	0	0	1	
ofav112495	0	0	7	0	0	0	0	5	0	0	5	
ofav112549	0	0	0	0	0	0	0	0	0	0	1	
ofav112565	0	0	2	0	0	0	0	1	0	0	2	
ofav112636	0	0	1	0	0	0	0	0	0	0	0	
ofav112670	0	0	8	0	0	0	0	11	0	0	6	
ofav11269	0	2	229	1	0	0	0	338	0	19	328	
ofav112691	0	0	0	0	0	0	0	0	0	0	2	
ofav112719	0	0	3	0	0	0	0	1	0	0	3	
ofav11273	0	0	9	0	0	0	0	6	0	1	8	
ofav112733	0	0	1	0	0	0	0	0	0	0	1	
ofav112746	0	0	1	0	0	0	0	0	0	0	1	
ofav112769	0	0	5	0	0	0	0	8	0	0	2	
ofav112786	0	0	7	0	0	0	0	4	0	0	8	
ofav112794	0	0	19	0	0	0	0	3	0	0	15	
ofav112798	0	0	3	0	0	0	0	3	0	0	12	
ofav11286	6	0	23	0	0	0	0	32	0	1	11	
ofav112862	0	0	0	0	0	0	0	0	0	0	1	
ofav112881	0	0	4	0	0	0	0	0	0	0	0	
ofav11289	7	1	22	0	0	0	0	22	0	1	35	
ofav112928	0	0	1	0	0	0	0	0	0	0	1	
ofav11294	0	0	3	0	0	0	0	0	0	0	3	
ofav112946	0	0	4	0	0	0	0	0	0	0	1	
ofav113146	0	0	9	0	0	0	0	9	0	0	14	
ofav113157	0	0	4	0	0	0	0	3	0	0	3	
ofav113194	0	2	1	0	0	0	0	3	0	0	1	
ofav113198	0	0	5	0	0	0	0	3	0	0	3	
ofav11321	0	0	2	0	0	0	0	0	0	0	5	
ofav113279	0	0	0	0	0	0	0	1	0	0	0	
ofav11331	0	0	0	0	0	0	0	0	0	0	7	
ofav113334	0	0	1	0	0	0	0	1	0	0	4	
ofav11334	0	1	9	0	0	0	0	4	0	1	22	
ofav113345	0	0	8	0	0	0	0	1	0	0	2	
ofav113346	0	0	19	0	0	0	0	14	0	0	23	
ofav113384	0	0	6	0	0	0	0	2	0	0	2	
ofav113420	0	0	1	0	0	0	0	0	0	0	0	
ofav113423	0	0	5	0	0	0	0	1	0	0	1	
ofav113426	0	0	1	0	0	0	0	0	0	0	0	
ofav113481	0	0	0	0	0	0	0	1	0	0	1	
ofav113486	0	0	0	0	0	0	0	0	0	0	2	
ofav113700	0	1	0	0	0	0	0	0	0	0	0	
ofav113722	0	1	7	0	0	0	0	17	0	0	12	
ofav113733	0	0	3	0	0	0	0	2	0	0	4	
ofav113734	0	0	0	0	0	0	0	8	0	0	0	
ofav113760	0	0	2	0	0	0	0	1	0	0	0	
ofav113762	0	0	3	0	0	0	0	1	0	0	0	
ofav113804	4	1	75	0	0	0	0	152	0	3	249	
ofav11381	5	0	36	0	0	0	0	17	1	0	52	
ofav113865	0	0	2	0	0	0	0	2	0	0	1	
ofav113879	0	0	37	0	0	0	0	21	0	2	103	
ofav113918	0	0	7	0	0	0	0	4	0	0	2	
ofav113946	0	0	0	0	0	0	0	1	0	0	0	
ofav11395	0	0	58	0	0	0	0	30	0	0	18	
ofav113956	0	0	4	0	0	0	0	0	0	0	1	
ofav113965	0	0	0	0	0	0	0	1	0	0	0	
ofav113974	0	0	9	0	0	0	0	0	0	0	2	
ofav113979	0	0	3	0	0	0	0	1	0	0	4	
ofav113982	0	0	1	0	0	0	0	3	0	0	1	
ofav114031	0	0	2	0	0	0	0	0	0	0	1	
ofav1141	0	0	0	0	0	0	0	0	0	0	3	
ofav114110	0	0	0	0	0	0	0	0	0	0	1	
ofav114121	0	0	0	0	0	0	0	1	0	0	0	
ofav114127	0	0	9	0	0	0	0	0	0	0	2	
ofav114145	0	0	0	0	0	0	0	1	0	0	0	
ofav11415	0	0	7	0	0	0	0	8	0	1	16	
ofav114150	0	0	4	0	0	0	0	0	0	0	0	
ofav114154	0	0	0	0	0	0	0	2	0	0	0	
ofav114166	0	0	4	0	0	0	0	5	0	1	3	
ofav114204	0	0	1	0	0	0	0	1	0	0	0	
ofav114216	1	0	0	0	0	0	0	1	0	0	0	
ofav11423	1	0	50	0	0	0	0	34	0	0	40	
ofav114246	0	0	0	0	0	0	0	2	0	0	1	
ofav11425	4	0	11	0	0	0	0	6	0	0	13	
ofav114258	0	0	7	0	1	0	0	3	0	0	2	
ofav114275	0	0	1	0	0	0	0	2	0	0	1	
ofav114309	0	0	3	0	0	0	0	3	0	0	6	
ofav114314	1	0	9	0	0	0	0	16	0	1	19	
ofav114367	0	0	5	0	0	0	0	7	0	0	20	
ofav114391	0	0	0	0	0	0	0	0	0	0	3	
ofav114503	0	0	7	0	0	0	0	7	0	0	5	
ofav11451	1	0	19	0	0	0	0	25	0	6	16	
ofav11452	0	0	1	0	0	0	0	0	0	0	1	
ofav11459	0	0	3	0	0	0	0	2	0	1	7	
ofav114600	0	0	1	0	0	0	0	0	0	0	0	
ofav114613	0	0	1	0	0	0	0	1	0	0	1	
ofav114634	0	0	1	0	0	0	0	4	0	0	4	
ofav114645	0	0	3	0	0	0	0	0	0	0	0	
ofav11465	0	0	6	0	0	0	0	14	0	2	35	
ofav11467	0	0	7	0	1	0	0	12	0	0	32	
ofav114707	0	0	0	0	0	0	0	4	0	0	3	
ofav11471	0	0	0	0	0	0	0	0	0	0	1	
ofav11472	2	0	4	0	0	0	0	6	0	0	2	
ofav114742	0	0	1	0	0	0	0	1	0	0	4	
ofav114753	0	0	1	0	0	0	0	0	0	0	0	
ofav114762	0	0	5	0	0	0	0	0	0	0	7	
ofav11477	0	0	3	0	0	0	0	0	0	0	6	
ofav114786	0	0	0	0	0	0	0	1	0	0	1	
ofav11479	0	0	23	0	0	0	0	4	0	0	6	
ofav114801	0	0	1	0	0	0	0	0	0	0	2	
ofav114827	0	0	1	0	0	0	0	0	0	0	0	
ofav114847	0	0	0	0	0	0	0	0	0	0	1	
ofav114851	0	0	5	0	0	0	0	0	0	0	6	
ofav114859	0	0	2	0	0	0	0	5	0	0	1	
ofav114866	6	0	11	0	0	0	0	6	0	0	8	
ofav114878	0	0	4	0	0	0	0	3	0	0	2	
ofav114888	2	0	6	0	0	0	0	17	0	0	15	
ofav11489	0	2	9	0	0	0	0	13	0	0	27	
ofav114904	0	0	3	0	0	0	0	7	0	0	3	
ofav114915	0	0	0	0	0	0	0	1	0	0	0	
ofav114965	0	0	0	0	0	0	0	1	0	0	0	
ofav115029	1	0	12	0	0	0	0	2	0	1	3	
ofav11504	0	0	1	0	0	0	0	1	0	0	0	
ofav115078	0	0	3	0	0	0	0	0	0	0	0	
ofav11511	0	0	0	0	0	0	0	4	0	0	0	
ofav115116	0	0	1	0	0	0	0	0	0	0	0	
ofav115145	0	0	7	0	0	0	0	6	0	1	7	
ofav115153	4	0	73	0	0	0	0	67	0	0	63	
ofav115180	0	0	0	0	0	0	0	0	0	0	4	
ofav115215	0	0	0	0	0	0	0	0	0	0	2	
ofav115282	0	0	6	0	0	0	0	9	0	0	15	
ofav115304	0	0	1	0	0	0	0	0	0	0	0	
ofav115313	0	5	41	0	0	1	0	58	0	3	50	
ofav115332	0	0	0	0	0	0	0	0	0	0	1	
ofav115364	0	0	2	0	0	0	0	1	0	0	5	
ofav115407	0	0	0	0	0	0	0	0	0	0	1	
ofav115428	0	0	1	0	0	0	0	0	0	0	2	
ofav115462	0	0	0	0	0	0	0	0	0	0	1	
ofav115487	0	0	4	0	0	0	0	5	0	1	3	
ofav11550	6	1	68	0	0	0	0	45	0	0	41	
ofav115517	0	0	0	0	0	0	0	0	0	0	2	
ofav115554	1	0	26	0	0	0	0	36	0	1	17	
ofav115562	0	0	4	0	0	0	0	3	0	0	1	
ofav115581	0	0	1	0	0	0	0	0	0	0	1	
ofav11560	6	16	35	0	0	0	0	20	0	0	19	
ofav115624	0	0	2	0	0	0	0	0	0	0	0	
ofav115636	0	0	7	0	0	0	0	9	0	0	8	
ofav115659	0	0	1	0	0	0	0	0	0	0	0	
ofav11566	3	1	24	0	0	0	0	25	1	0	36	
ofav11568	0	0	0	0	0	0	0	1	0	0	0	
ofav115699	0	0	2	0	0	0	0	0	0	0	4	
ofav115708	0	0	0	0	0	0	0	1	0	0	1	
ofav115753	0	0	1	0	0	0	0	0	0	0	0	
ofav115769	0	0	0	0	0	0	0	2	0	0	0	
ofav11578	8	2	66	0	1	0	0	97	0	5	123	
ofav1158	0	2	17	0	0	0	0	33	0	0	29	
ofav115875	0	0	2	0	0	0	0	0	0	0	2	
ofav115894	0	0	6	0	0	0	0	3	0	0	2	
ofav115908	1	1	34	0	0	0	0	9	0	0	17	
ofav11591	0	0	10	0	0	0	0	1	0	0	3	
ofav115942	0	0	1	0	0	0	0	0	0	0	2	
ofav115984	31	0	64	0	0	0	0	87	0	1	64	
ofav11600	0	0	17	0	0	0	0	12	0	1	14	
ofav116012	0	0	4	0	0	0	0	2	0	0	0	
ofav116018	0	0	1	0	0	0	0	0	0	0	0	
ofav116021	2	0	1	0	0	0	0	8	0	0	1	
ofav116033	0	0	13	0	0	0	0	22	0	1	23	
ofav11604	0	0	28	0	0	0	0	38	0	1	45	
ofav116043	1	0	6	0	0	0	0	2	0	0	12	
ofav116048	0	0	0	0	0	0	0	1	0	0	0	
ofav11608	0	0	0	0	0	0	0	6	0	0	8	
ofav116089	1	0	39	0	0	0	0	15	0	0	25	
ofav116097	0	0	9	0	0	0	0	4	0	0	11	
ofav116152	0	0	20	0	0	0	0	14	0	0	11	
ofav116155	0	0	0	0	0	0	0	2	0	0	0	
ofav116171	0	0	1	0	0	0	0	1	0	0	2	
ofav11620	3	0	64	0	1	0	0	53	0	0	103	
ofav11621	0	0	13	0	0	0	0	10	0	4	17	
ofav116263	0	0	1	0	0	0	0	0	0	0	1	
ofav116282	0	0	0	0	0	0	0	2	0	0	1	
ofav116318	0	0	9	0	0	0	0	9	0	1	10	
ofav116349	0	0	4	0	0	0	0	0	0	0	5	
ofav11635	0	0	0	0	0	0	0	0	0	0	2	
ofav116350	0	0	2	0	0	0	0	0	0	0	0	
ofav11636	0	0	1	0	0	0	0	1	0	0	0	
ofav116374	0	0	5	0	0	0	0	6	0	0	4	
ofav116410	0	0	1	0	0	0	0	0	0	0	0	
ofav116414	0	0	1	0	0	0	0	0	0	0	1	
ofav116416	0	0	2	0	0	0	0	3	0	0	6	
ofav116422	0	0	7	0	0	0	0	0	0	0	0	
ofav116445	0	0	1	0	0	0	0	0	0	0	0	
ofav116497	0	0	6	0	0	0	0	3	0	0	4	
ofav116538	0	0	31	0	0	0	0	23	1	0	34	
ofav116540	5	0	48	0	0	0	0	39	1	0	24	
ofav11662	0	0	0	0	0	0	0	0	0	0	2	
ofav116647	0	0	2	0	0	0	0	2	0	0	0	
ofav11667	0	0	2	0	0	0	0	0	0	0	7	
ofav116700	0	0	14	0	0	0	0	6	0	0	20	
ofav116772	0	0	1	0	0	0	0	0	0	1	3	
ofav11680	1	1	16	0	0	0	0	12	0	0	35	
ofav11681	11	1	99	0	0	0	0	75	0	3	64	
ofav116820	1	0	19	0	0	0	0	8	0	0	4	
ofav116823	0	0	1	0	0	0	0	0	0	0	0	
ofav116910	0	0	6	0	0	0	0	1	0	0	0	
ofav116916	0	0	1	0	0	0	0	3	0	0	5	
ofav116949	0	0	0	0	0	0	0	0	0	0	1	
ofav116964	0	0	2	0	0	0	0	6	0	0	0	
ofav116973	0	0	3	0	0	0	0	1	0	0	5	
ofav116975	0	0	24	0	0	0	0	17	0	3	23	
ofav117039	0	0	0	0	0	0	0	1	0	0	0	
ofav117040	4	0	24	0	0	0	0	14	0	3	54	
ofav117047	0	0	6	0	0	0	0	0	0	0	0	
ofav11706	14	0	19	0	0	0	0	34	0	1	26	
ofav117064	0	0	0	0	0	0	0	1	0	0	0	
ofav117087	0	0	1	0	0	0	0	0	0	0	0	
ofav117097	0	0	1	0	0	0	0	7	0	0	1	
ofav117108	0	0	2	0	0	0	0	1	0	0	2	
ofav11711	0	6	10	0	0	0	0	14	0	0	9	
ofav117117	0	0	3	0	0	0	0	0	0	0	5	
ofav117123	0	0	2	0	0	0	0	2	0	0	0	
ofav117137	0	0	2	0	0	0	0	0	0	0	0	
ofav11717	0	0	23	0	0	0	0	3	0	1	12	
ofav117197	0	0	0	0	0	0	0	1	0	0	1	
ofav117263	0	0	2	0	0	0	0	6	0	1	2	
ofav117289	0	0	0	0	0	0	0	0	0	0	1	
ofav117306	0	0	0	0	0	0	0	2	0	0	0	
ofav11732	0	0	57	0	0	0	0	19	0	0	34	
ofav117339	0	0	3	0	0	0	0	0	0	0	1	
ofav117375	0	0	4	0	0	0	0	7	0	0	11	
ofav117377	0	0	0	0	0	0	0	0	0	0	1	
ofav117405	0	0	1	0	0	0	0	0	0	0	0	
ofav11742	0	0	12	0	0	0	0	2	0	0	3	
