	BR-A-fav_uptake_S1_L007_R1_001.fastq.trim.sam.counts	BR-B-fav_uptake_S2_L007_R1_001.fastq.trim.sam.counts	BR-C-fav_uptake_S3_L007_R1_001.fastq.trim.sam.counts	BR-D-fav_uptake_S4_L007_R1_001.fastq.trim.sam.counts	CR-A-fav_uptake_S5_L007_R1_001.fastq.trim.sam.counts	CR-B-fav_uptake_S6_L007_R1_001.fastq.trim.sam.counts	CR-C-fav_uptake_S7_L007_R1_001.fastq.trim.sam.counts	DR-A-fav_uptake_S8_L007_R1_001.fastq.trim.sam.counts	DR-B-fav_uptake_S9_L007_R1_001.fastq.trim.sam.counts	DR-C-fav_uptake_S10_L007_R1_001.fastq.trim.sam.counts	DR-D-fav_uptake_S11_L007_R1_001.fastq.trim.sam.counts	
ofav72491	0	0	2	0	0	0	0	4	0	0	5	
ofav7250	0	1	0	0	0	0	0	0	0	0	4	
ofav72502	0	0	0	0	0	0	0	0	0	0	1	
ofav72504	0	0	1	0	0	0	0	1	0	0	2	
ofav72510	0	0	2	0	0	0	0	0	0	0	7	
ofav72514	31	0	115	0	0	0	0	77	0	0	32	
ofav72526	0	0	2	0	0	0	0	0	0	0	4	
ofav72533	0	0	2	0	0	0	0	0	0	0	0	
ofav7255	0	0	2	0	0	0	0	4	0	0	5	
ofav72567	0	0	1	0	0	0	0	5	0	0	2	
ofav72575	0	0	1	0	0	0	0	0	0	0	0	
ofav72585	0	0	7	0	0	0	0	3	0	0	6	
ofav72588	0	0	8	0	0	0	0	1	0	0	4	
ofav72597	0	0	0	0	0	0	0	0	0	0	1	
ofav72598	0	0	0	0	0	0	0	0	0	0	1	
ofav72606	0	0	5	0	0	0	0	1	0	0	4	
ofav72615	0	0	1	0	0	0	0	0	0	0	1	
ofav72616	1	0	2	0	0	0	0	3	0	0	1	
ofav72626	0	0	33	0	0	0	0	4	0	0	31	
ofav72629	0	0	3	0	0	0	0	1	0	0	3	
ofav72639	0	0	3	0	0	0	0	1	0	0	3	
ofav72643	0	0	3	0	0	0	0	1	0	0	2	
ofav72644	3	0	61	0	0	0	0	81	0	0	52	
ofav72646	0	0	4	0	0	0	0	0	0	0	0	
ofav72650	0	0	0	0	0	0	0	2	0	0	1	
ofav72660	0	0	2	0	0	0	0	0	0	0	2	
ofav7267	0	0	10	0	0	0	0	0	0	0	2	
ofav72673	2	0	10	0	0	0	0	13	0	0	38	
ofav72683	0	0	0	0	0	0	0	0	0	0	1	
ofav72688	2	0	8	0	0	0	0	20	0	0	9	
ofav72694	0	0	2	0	0	0	0	3	0	0	10	
ofav72696	0	0	12	0	0	0	0	3	0	0	5	
ofav72705	0	0	1	0	0	0	0	1	0	0	0	
ofav72706	0	0	0	0	0	0	0	0	0	0	1	
ofav72718	0	0	4	0	0	0	0	0	0	0	1	
ofav7273	0	0	0	0	0	0	0	0	0	0	1	
ofav72731	0	0	6	0	0	0	0	0	0	0	1	
ofav72736	0	0	8	0	0	0	0	13	0	1	12	
ofav72737	0	0	1	0	0	0	0	1	0	0	0	
ofav72771	0	0	0	0	0	0	0	0	0	0	1	
ofav72780	0	0	6	0	0	0	0	2	0	0	1	
ofav72818	0	0	6	0	0	0	0	7	0	1	8	
ofav72828	0	0	0	0	0	0	0	0	0	0	4	
ofav72859	0	0	0	0	0	0	0	1	0	0	2	
ofav72868	0	0	3	0	0	0	0	0	0	0	1	
ofav72883	0	0	1	0	0	0	0	4	0	0	0	
ofav72886	0	0	2	0	0	0	0	0	0	0	0	
ofav72887	0	0	3	0	0	0	0	10	0	2	16	
ofav7289	0	0	7	0	0	0	0	0	0	0	2	
ofav72908	2	0	12	0	0	0	0	21	0	0	7	
ofav72917	0	0	1	0	0	0	0	1	0	0	3	
ofav72918	0	0	9	0	0	0	0	5	0	0	9	
ofav7294	11	0	67	0	1	0	0	81	0	3	82	
ofav72941	0	0	4	0	0	0	0	4	0	0	2	
ofav72943	0	0	1	0	0	0	0	5	0	0	0	
ofav72950	1	0	10	0	0	0	0	10	0	0	2	
ofav7296	1	0	9	0	0	0	0	12	0	0	18	
ofav72967	0	0	7	0	0	0	0	0	0	0	1	
ofav72968	0	1	1	0	0	0	0	10	0	1	5	
ofav72998	6	0	8	0	0	0	0	6	0	0	8	
ofav73	2	0	81	0	0	0	0	42	0	1	54	
ofav73016	0	1	9	0	0	0	0	6	0	0	6	
ofav73029	0	0	1	0	0	0	0	0	0	0	0	
ofav73049	0	0	1	0	0	0	0	0	0	0	2	
ofav73054	0	0	9	0	0	0	0	12	0	0	29	
ofav73061	0	0	0	0	0	0	0	4	0	0	6	
ofav73063	0	0	0	0	0	0	0	1	0	0	2	
ofav73077	0	0	2	0	0	0	0	0	0	0	0	
ofav73080	4	0	102	0	0	0	0	8	0	0	66	
ofav73104	0	0	2	0	0	0	0	0	0	0	0	
ofav73106	0	0	0	0	0	0	0	0	0	0	1	
ofav73117	0	0	0	0	0	0	0	2	0	0	4	
ofav73121	0	0	1	0	0	0	0	0	0	0	0	
ofav73154	0	0	1	0	0	0	0	0	0	0	0	
ofav73162	0	0	7	0	0	0	0	6	0	0	18	
ofav73166	2	0	10	0	0	0	0	3	0	2	6	
ofav73177	0	0	0	0	0	0	0	2	0	0	1	
ofav7318	0	0	7	0	0	0	0	4	0	0	0	
ofav73195	0	0	2	0	0	0	0	2	0	0	5	
ofav73199	0	1	129	0	0	0	0	16	0	0	24	
ofav73205	1	0	20	0	0	0	0	2	0	2	28	
ofav73212	0	0	1	0	0	0	0	0	0	0	3	
ofav73226	0	0	26	0	0	0	0	3	0	1	3	
ofav73230	11	1	82	0	0	0	0	90	0	2	50	
ofav73231	0	0	37	0	0	0	0	16	0	0	15	
ofav73237	0	0	2	0	0	0	0	0	0	0	1	
ofav73247	0	0	4	0	0	0	0	4	0	3	4	
ofav73260	22	0	95	0	0	0	0	124	0	5	132	
ofav73266	0	0	4	0	0	0	0	2	0	0	3	
ofav73269	1	0	18	0	0	0	0	15	0	0	19	
ofav73271	0	0	2	0	0	0	0	7	0	0	1	
ofav73276	0	0	1	0	0	0	0	0	0	0	0	
ofav73282	0	0	2	0	0	0	0	0	0	0	0	
ofav73283	0	0	0	0	0	0	0	2	0	0	0	
ofav73288	2	0	54	0	0	1	0	72	0	2	57	
ofav73293	0	0	4	0	0	0	0	6	0	0	1	
ofav73295	8	0	32	0	0	0	0	16	0	0	24	
ofav7330	0	0	1	0	0	0	0	0	0	0	0	
ofav7331	0	0	8	0	0	0	0	2	0	0	3	
ofav73314	0	0	22	0	0	0	0	12	0	0	15	
ofav73356	0	0	1	0	0	0	0	0	0	0	1	
ofav73365	0	0	4	0	0	0	0	17	0	0	6	
ofav73372	0	0	2	0	0	0	0	1	0	0	1	
ofav73385	2	0	31	1	0	0	0	12	0	0	12	
ofav73390	0	0	0	0	0	0	0	1	0	0	0	
ofav73392	15	0	75	0	0	1	0	36	0	4	49	
ofav73395	3	2	30	0	0	0	0	9	0	0	18	
ofav73398	0	0	1	0	0	0	0	0	0	0	0	
ofav73424	0	0	5	0	0	0	0	24	0	0	9	
ofav73426	0	0	22	0	0	0	0	12	0	0	14	
ofav73427	8	0	29	0	0	0	0	12	0	0	16	
ofav73432	0	0	0	0	0	0	0	1	0	0	0	
ofav73434	0	0	0	0	0	0	0	1	0	0	0	
ofav73455	1	3	40	0	0	0	0	24	0	0	21	
ofav73471	1	0	38	0	0	0	0	24	0	0	42	
ofav73474	0	0	3	0	0	0	0	0	0	0	1	
ofav73479	3	0	26	0	0	0	0	13	0	0	15	
ofav7348	1	0	12	0	0	0	0	9	0	0	32	
ofav73483	0	0	1	0	0	0	0	0	0	0	0	
ofav73510	0	0	4	0	0	0	0	0	0	0	1	
ofav7352	0	1	23	0	0	0	0	22	0	2	40	
ofav73536	0	0	18	0	0	0	0	6	0	0	11	
ofav73542	0	0	0	0	0	0	0	1	0	0	0	
ofav73546	0	0	1	0	0	0	0	1	0	0	1	
ofav73550	2	0	11	0	0	0	0	8	0	0	8	
ofav73559	0	0	3	0	0	0	0	2	0	0	12	
ofav73565	0	0	0	0	0	0	0	1	0	0	0	
ofav73571	0	0	2	0	0	0	0	3	0	0	0	
ofav73591	0	0	2	0	0	0	0	0	0	0	0	
ofav73603	0	0	5	0	0	0	0	6	0	0	7	
ofav73606	2	0	41	0	0	0	0	36	0	1	32	
ofav73613	1	1	27	1	0	0	0	27	0	0	29	
ofav73630	0	0	1	0	0	0	0	4	0	0	0	
ofav73635	0	0	3	0	0	0	0	6	0	0	4	
ofav73638	0	0	1	0	0	0	0	4	0	0	2	
ofav7365	2	0	95	0	0	0	0	34	0	0	66	
ofav7366	0	0	1	0	0	0	0	0	0	0	0	
ofav73674	0	0	2	0	0	0	0	0	0	0	0	
ofav73681	0	0	1	0	0	0	0	0	0	0	0	
ofav73682	1	1	25	0	0	0	0	14	0	0	31	
ofav73685	0	0	2	0	0	0	0	2	0	0	2	
ofav737	0	0	1	0	0	0	0	2	0	0	1	
ofav73705	0	0	1	0	0	0	0	0	0	0	0	
ofav73751	1	0	15	0	0	0	0	4	0	0	13	
ofav73753	0	0	29	0	0	0	0	12	0	0	12	
ofav73758	0	0	4	0	0	0	0	0	0	0	0	
ofav73765	4	0	15	0	0	0	0	23	0	0	33	
ofav73770	0	0	1	0	0	0	0	0	0	0	1	
ofav73778	1	0	44	0	0	0	0	10	1	0	21	
ofav73795	0	0	2	0	0	0	0	0	0	2	1	
ofav73802	0	0	3	0	0	0	0	0	0	0	0	
ofav73821	0	0	0	0	0	0	0	1	0	0	0	
ofav73824	0	4	71	1	0	0	0	86	0	1	78	
ofav73828	4	4	17	0	0	0	0	9	0	1	8	
ofav7384	0	0	0	0	0	0	0	0	0	0	1	
ofav73844	2	0	0	0	0	0	0	0	0	0	1	
ofav73848	0	0	1	0	0	0	0	0	0	0	0	
ofav7385	0	0	29	0	0	0	0	14	0	0	16	
ofav73850	0	0	6	0	0	0	0	4	0	1	9	
ofav73855	0	0	1	0	0	0	0	0	0	0	2	
ofav73858	1	0	5	0	1	0	0	4	0	0	8	
ofav73868	0	1	4	0	0	0	0	1	0	0	4	
ofav73884	0	0	6	0	0	0	0	0	0	0	3	
ofav7389	1	0	30	0	0	0	0	39	0	2	54	
ofav73898	0	0	0	0	0	0	0	0	0	0	1	
ofav73904	0	0	4	0	0	0	0	2	0	0	1	
ofav73915	0	0	2	0	0	0	0	0	0	0	0	
ofav73917	1	0	4	0	0	0	0	1	0	0	10	
ofav73930	0	0	0	0	0	0	0	2	0	0	2	
ofav7395	0	0	9	0	0	0	0	5	0	1	17	
ofav73950	0	0	35	0	0	1	0	80	0	5	57	
ofav73968	2	0	79	0	0	0	0	100	0	2	188	
ofav73996	16	0	142	0	0	0	0	70	0	0	89	
ofav7401	1	1	26	0	0	0	0	75	0	4	89	
ofav74010	0	0	5	0	0	0	0	2	0	0	4	
ofav74013	0	0	6	0	0	0	0	0	0	0	4	
ofav74024	0	0	2	0	0	0	0	1	0	0	10	
ofav74026	0	0	11	0	0	0	0	0	0	3	1	
ofav74030	0	0	1	0	0	0	0	0	0	0	0	
ofav74039	0	0	1	0	0	0	0	0	0	0	0	
ofav7404	0	0	0	0	0	0	0	0	0	0	1	
ofav74047	0	0	2	0	0	0	0	6	0	0	8	
ofav74049	0	0	0	0	0	0	0	4	0	0	9	
ofav74051	0	3	0	0	0	0	0	0	0	0	0	
ofav74055	0	0	8	0	0	0	0	0	0	6	6	
ofav74073	0	0	0	0	0	0	0	1	0	0	1	
ofav74100	0	0	1	0	0	0	0	0	0	0	0	
ofav74111	0	0	27	0	0	0	0	7	0	0	15	
ofav74127	0	0	3	0	0	0	0	0	0	0	3	
ofav74132	0	0	2	0	0	0	0	0	0	0	0	
ofav74136	3	0	103	0	0	1	0	98	0	1	93	
ofav74143	3	2	82	0	1	0	0	32	3	0	49	
ofav74148	1	0	2	0	0	0	0	2	0	0	0	
ofav74154	0	1	0	0	0	0	0	4	0	2	0	
ofav74156	0	0	2	0	0	0	0	0	0	0	5	
ofav74165	0	0	8	0	0	0	0	3	0	0	2	
ofav74180	0	0	0	0	0	0	0	0	0	0	2	
ofav74192	1	0	0	0	0	0	0	0	0	0	1	
ofav74194	8	0	64	1	0	0	0	76	0	0	78	
ofav7423	0	0	1	0	0	0	0	1	0	0	6	
ofav74232	1	0	1	0	0	0	0	0	0	0	0	
ofav74251	2	0	18	0	0	0	0	38	0	0	42	
ofav74259	0	1	17	0	0	0	0	7	0	1	15	
ofav74264	0	0	0	0	0	0	0	7	0	0	0	
ofav74296	0	0	4	0	0	0	0	2	0	0	0	
ofav74299	5	0	22	0	0	0	0	10	0	0	22	
ofav743	0	0	1	0	0	0	0	1	1	0	2	
ofav74306	0	0	4	0	0	0	0	1	0	0	1	
ofav7432	0	0	10	0	0	0	0	12	0	0	16	
ofav74328	0	0	0	0	0	0	0	1	0	0	0	
ofav7433	0	0	60	0	0	0	0	26	0	0	28	
ofav74337	6	1	52	0	0	1	0	33	0	1	30	
ofav74347	0	0	1	0	0	0	0	0	0	0	0	
ofav74359	0	1	8	0	0	0	0	19	0	0	31	
ofav7437	3	0	6	0	0	0	0	7	0	0	9	
ofav74374	0	0	3	0	0	0	0	0	0	0	0	
ofav74385	0	0	2	0	0	0	0	0	0	0	1	
ofav74391	0	0	1	0	0	0	0	1	0	0	1	
ofav74396	0	0	1	0	0	0	0	0	0	0	0	
ofav744	0	1	5	0	0	0	0	5	0	0	4	
ofav74409	15	4	130	0	0	0	0	46	0	1	51	
ofav74411	1	0	14	0	0	0	0	16	0	1	16	
ofav74416	0	0	2	0	0	0	0	1	0	0	2	
ofav7443	0	0	2	0	0	0	0	10	1	0	6	
ofav74453	0	0	2	1	0	0	0	1	0	0	8	
ofav7446	5	0	74	0	0	0	0	63	0	3	111	
ofav74497	0	0	10	0	0	0	0	1	0	0	2	
ofav74516	0	0	5	0	0	0	0	3	0	0	6	
ofav7455	0	0	0	0	0	0	0	3	0	0	0	
ofav74557	0	0	5	0	0	0	0	3	0	0	6	
ofav74563	0	0	2	0	0	0	0	2	0	0	1	
ofav74582	0	0	1	0	0	0	0	4	0	0	0	
ofav74588	0	0	8	0	0	0	0	10	0	0	6	
ofav74592	0	0	2	0	0	0	0	1	0	0	0	
ofav74597	0	0	0	0	0	0	0	0	0	0	1	
ofav74603	0	0	3	0	0	0	0	0	0	0	0	
ofav74635	0	0	0	0	0	0	0	0	0	0	2	
ofav7465	3	0	7	0	1	0	0	15	0	0	7	
ofav74662	0	0	23	0	0	0	0	0	0	0	0	
ofav74666	0	0	1	0	0	0	0	2	0	0	1	
ofav74675	0	0	3	0	0	0	0	7	0	0	4	
ofav74681	0	0	0	0	0	0	0	0	0	0	1	
ofav74694	0	0	22	0	0	0	0	28	0	0	8	
ofav74704	94	6	137	1	1	0	0	79	0	2	68	
ofav74715	5	1	37	0	0	0	0	12	0	0	16	
ofav74730	0	0	2	0	0	0	0	3	0	0	2	
ofav74735	0	0	6	0	0	0	0	1	0	0	2	
ofav74757	0	0	1	0	0	0	0	0	0	0	0	
ofav74760	0	0	4	0	0	0	0	12	0	0	2	
ofav7477	0	0	1	0	0	0	0	0	0	0	0	
ofav74777	0	0	3	0	0	0	0	1	0	0	4	
ofav74780	0	0	0	0	0	0	0	1	0	0	2	
ofav74782	0	0	3	0	0	0	0	0	0	0	0	
ofav74789	0	0	0	0	0	0	0	0	0	0	1	
ofav74801	1	0	3	0	0	0	0	4	0	0	10	
ofav74804	0	0	0	0	0	0	0	0	0	0	1	
ofav74816	0	0	8	0	0	0	0	0	0	0	3	
ofav7482	0	0	15	0	0	0	0	2	0	2	5	
ofav74821	0	0	9	0	0	0	0	1	0	0	6	
ofav74822	0	0	1	0	0	0	0	0	0	0	0	
ofav74834	0	0	1	0	0	0	0	2	0	0	3	
ofav74835	1	0	2	0	0	0	0	8	0	1	3	
ofav74850	25	0	57	0	0	0	0	31	0	5	34	
ofav74851	0	0	1	0	0	0	0	0	0	0	0	
ofav74862	0	0	5	0	0	0	0	3	0	0	4	
ofav7487	0	3	20	0	0	0	0	3	0	0	6	
ofav74881	0	0	5	0	0	0	0	2	0	0	6	
ofav74894	0	0	0	0	0	0	0	0	0	0	1	
ofav74900	0	0	14	0	0	0	0	14	0	0	10	
ofav74908	0	0	0	0	0	0	0	2	0	0	0	
ofav74912	0	0	1	0	0	0	0	0	0	0	0	
ofav74926	0	0	1	0	0	0	0	1	0	0	0	
ofav74932	7	0	95	0	0	0	0	120	0	0	93	
ofav74936	0	0	0	0	0	0	0	1	0	0	0	
ofav7495	0	0	3	0	0	0	0	0	0	0	7	
ofav74951	0	0	0	0	0	0	0	2	0	0	0	
ofav74952	0	5	24	0	0	0	0	26	0	0	24	
ofav74969	0	3	23	0	0	0	0	42	0	2	19	
ofav7498	0	2	28	0	0	0	0	15	0	0	27	
ofav74980	0	0	6	0	0	0	0	0	0	0	0	
ofav74988	0	0	17	0	0	0	0	5	0	0	9	
ofav74993	0	0	2	0	0	0	0	0	0	0	0	
ofav75007	0	0	3	0	0	0	0	1	0	0	6	
ofav7503	0	0	1	0	0	0	0	0	0	0	2	
ofav75031	0	0	3	0	0	0	0	8	0	0	6	
ofav75033	0	0	0	0	0	0	0	0	0	0	2	
ofav75036	0	0	0	0	0	0	0	1	0	0	0	
ofav75049	0	0	5	0	0	0	0	9	0	0	7	
ofav75052	0	0	15	0	0	0	0	12	0	1	9	
ofav75056	3	0	10	0	0	0	0	7	0	0	4	
ofav75058	0	0	5	0	0	0	0	2	0	0	3	
ofav75075	0	3	14	0	0	1	0	11	0	0	6	
ofav75096	0	0	2	0	0	0	0	1	0	0	1	
ofav75118	0	0	1	0	0	0	0	0	0	0	0	
ofav75142	0	2	0	0	0	0	0	0	0	0	2	
ofav75145	0	0	0	0	0	0	0	2	0	0	3	
ofav75150	1	0	2	0	0	0	0	0	0	0	0	
ofav75157	0	0	0	0	0	0	0	0	0	0	2	
ofav75165	0	0	0	0	0	0	0	4	0	1	0	
ofav75187	0	0	3	0	0	0	0	0	0	0	4	
ofav75194	0	0	0	0	0	0	0	0	0	0	1	
ofav75196	0	0	3	0	0	0	0	1	0	0	1	
ofav75202	19	2	57	0	0	0	0	48	0	2	88	
ofav75203	0	0	2	0	0	0	0	3	0	0	1	
ofav75211	0	0	1	0	0	0	0	0	0	0	3	
ofav75225	0	1	18	0	0	0	0	35	0	1	22	
ofav75228	1	6	25	0	0	0	0	28	1	0	45	
ofav75236	0	0	2	0	0	0	0	0	0	0	1	
ofav75238	1	0	16	0	0	0	0	4	0	0	9	
ofav75242	0	0	6	0	0	0	0	1	0	0	9	
ofav75244	0	0	16	0	0	0	0	2	0	1	2	
ofav75252	2	1	44	0	0	0	0	32	0	0	20	
ofav7526	7	4	99	0	0	1	0	111	0	6	264	
ofav75264	0	0	12	0	0	0	0	13	2	0	20	
ofav75266	0	0	0	0	0	0	0	1	0	0	0	
ofav75272	0	0	2	0	0	0	0	0	0	0	0	
ofav75280	0	0	6	0	0	0	0	6	0	0	2	
ofav75282	0	0	5	0	0	0	0	0	0	0	2	
ofav7529	0	0	2	0	0	0	0	5	2	0	6	
ofav75297	0	0	2	0	0	0	0	1	0	0	6	
ofav753	0	0	0	0	0	0	0	1	0	0	1	
ofav75301	0	0	0	0	0	0	0	0	0	0	1	
ofav75306	0	0	2	0	0	0	0	3	0	0	0	
ofav75311	1	0	2	0	0	0	0	0	0	0	0	
ofav75315	0	0	2	0	0	0	0	0	0	0	0	
ofav75327	0	0	7	0	0	0	0	5	0	0	8	
ofav75348	0	0	0	0	0	0	0	1	0	0	0	
ofav75358	0	0	1	0	0	0	0	1	0	0	3	
ofav75367	0	0	9	0	0	0	0	6	0	0	48	
ofav75368	0	0	7	0	0	0	0	8	1	0	4	
ofav75382	0	0	1	0	0	0	0	1	0	0	6	
ofav75384	0	0	0	0	0	0	0	0	0	0	3	
ofav75388	0	0	1	0	0	0	0	0	0	0	0	
ofav7539	0	0	32	0	0	0	0	27	0	0	25	
ofav75409	0	0	3	1	0	0	0	5	0	0	5	
ofav75413	0	0	0	0	0	0	0	1	0	0	0	
ofav75418	0	0	1	0	0	1	0	3	0	0	0	
ofav75420	0	0	0	0	0	0	0	0	0	0	2	
ofav75434	0	0	5	0	0	0	0	0	0	0	7	
ofav75445	0	0	3	0	0	0	0	0	0	0	4	
ofav75446	0	0	7	0	0	0	0	10	0	0	0	
ofav75447	0	0	2	0	0	0	0	0	0	0	0	
ofav7545	18	10	184	0	0	0	0	81	0	5	89	
ofav75450	0	0	0	0	0	0	0	0	0	0	1	
ofav7547	0	0	0	0	0	0	0	2	0	0	1	
ofav7548	0	0	0	0	0	0	0	1	0	0	5	
ofav75480	0	1	8	0	0	0	0	4	0	1	1	
ofav75512	0	0	0	0	0	0	0	1	0	0	0	
ofav75520	0	0	1	0	0	0	0	0	0	0	0	
ofav7553	1	0	20	0	0	0	0	5	0	0	6	
ofav75543	0	0	1	0	0	0	0	1	0	0	1	
ofav75545	0	0	1	0	0	0	0	0	0	0	0	
ofav75563	0	0	0	0	0	0	0	1	0	0	0	
ofav75565	0	0	2	0	0	0	0	0	0	0	1	
ofav7557	1	0	42	0	0	0	0	21	0	1	29	
ofav75578	0	0	14	0	0	0	0	24	0	0	31	
ofav75584	0	0	10	0	0	0	0	0	0	0	6	
ofav7559	3	0	47	0	0	0	0	49	0	0	27	
ofav75598	0	0	1	0	0	0	0	2	0	1	2	
ofav75616	0	0	8	0	0	0	0	5	0	0	1	
ofav75619	0	0	2	0	0	0	0	0	0	0	0	
ofav75633	0	0	0	0	0	0	0	1	0	0	0	
ofav75636	0	0	1	0	0	0	0	1	0	0	3	
ofav75647	0	0	37	0	0	0	0	23	0	1	17	
ofav75652	0	0	5	0	0	0	0	6	0	0	9	
ofav75653	0	0	9	0	0	0	0	11	0	0	20	
ofav75663	1	0	14	0	0	0	0	16	0	1	29	
ofav75676	0	0	0	0	0	0	0	1	0	0	0	
ofav75677	0	0	1	0	0	0	0	0	0	0	0	
ofav75681	0	0	2	0	0	0	0	1	0	0	0	
ofav75699	0	0	3	0	0	0	0	1	0	0	3	
ofav7570	0	0	14	0	0	0	0	20	0	0	21	
ofav75720	0	0	7	0	0	0	0	0	0	0	5	
ofav7574	0	0	11	0	0	0	0	16	0	6	31	
ofav75740	0	0	0	0	0	0	0	2	0	0	0	
ofav7575	0	0	2	0	0	0	0	1	0	0	2	
ofav75760	0	0	0	0	0	0	0	0	0	0	3	
ofav75767	0	0	0	0	0	0	0	0	0	0	3	
ofav75773	1	0	1	0	0	0	0	0	0	0	0	
ofav75776	0	0	1	0	0	0	0	0	0	0	1	
ofav758	0	1	0	0	0	0	0	5	0	0	4	
ofav75801	0	0	2	0	0	0	0	0	0	0	0	
ofav75810	0	1	14	0	0	0	0	8	0	1	19	
ofav75811	0	0	14	0	0	0	0	15	0	0	55	
ofav75824	0	0	12	0	0	0	0	10	0	0	8	
ofav7583	0	0	1	0	0	0	0	2	0	0	7	
ofav75862	0	0	1	0	0	0	0	1	0	0	9	
ofav75863	0	1	13	0	0	0	0	16	0	2	22	
ofav75870	0	0	0	0	0	0	0	1	0	1	0	
ofav75871	0	0	19	0	0	0	0	21	0	1	34	
ofav75875	0	0	0	0	0	0	0	2	0	0	6	
ofav75876	0	0	9	0	0	0	0	12	0	1	19	
ofav75878	0	0	1	0	0	0	0	0	0	0	2	
ofav75893	0	0	13	0	0	0	0	12	0	0	41	
ofav7590	0	0	9	0	0	0	0	1	0	0	9	
ofav75906	0	0	2	0	0	0	0	0	0	0	1	
ofav75934	25	0	85	0	0	0	0	64	0	3	74	
ofav75936	0	0	11	0	0	0	0	15	0	1	7	
ofav75945	0	0	2	0	0	0	0	0	0	0	1	
ofav75948	0	0	1	0	0	0	0	0	0	0	0	
ofav75951	2	0	17	0	0	0	0	24	3	0	19	
ofav75956	0	0	1	0	0	0	0	0	0	0	0	
ofav75980	0	0	4	0	0	0	0	1	0	1	1	
ofav75983	0	0	2	0	0	0	0	1	0	0	2	
ofav75996	0	0	19	0	0	0	0	21	0	0	19	
ofav7600	0	0	16	0	0	0	0	19	0	0	23	
ofav76002	0	0	17	0	0	0	0	13	0	0	11	
ofav76026	0	0	1	0	0	0	0	2	0	0	0	
ofav76029	12	0	123	0	0	0	0	61	0	1	73	
ofav76031	0	0	6	0	0	0	0	2	0	0	1	
ofav76040	0	0	2	0	0	0	0	2	0	0	3	
ofav76041	0	0	3	0	0	0	0	1	0	0	5	
ofav76055	0	0	2	0	0	0	0	0	0	0	0	
ofav76065	0	0	3	0	0	0	0	3	0	0	8	
ofav76070	0	0	0	0	0	0	0	0	0	0	1	
ofav76083	0	0	0	0	0	0	0	1	0	0	0	
ofav76101	0	0	5	0	0	0	0	5	0	0	24	
ofav76118	0	0	4	0	0	0	0	4	0	1	4	
ofav76123	2	0	34	0	0	0	0	32	0	1	14	
ofav76135	0	0	2	0	0	0	0	1	0	0	1	
ofav76140	0	0	7	0	0	0	0	0	0	0	3	
ofav76144	0	0	0	0	0	0	0	0	0	0	1	
ofav76157	0	0	0	0	0	0	0	1	0	0	0	
ofav76160	0	0	0	0	0	0	0	2	0	0	0	
ofav76178	0	0	1	0	0	0	0	3	0	0	1	
ofav76203	3	0	7	0	0	0	0	5	0	0	5	
ofav7622	4	2	68	0	0	0	0	36	1	2	47	
ofav76222	0	0	2	0	0	0	0	4	0	0	2	
ofav76234	0	0	2	0	0	0	0	2	0	0	0	
ofav76237	4	0	5	0	0	0	0	13	0	0	7	
ofav76247	0	0	12	0	0	0	0	32	0	0	16	
ofav7625	2	0	33	0	0	0	0	14	0	0	17	
ofav76255	0	0	1	0	0	0	0	1	0	0	1	
ofav76269	0	0	2	0	0	0	0	3	0	0	2	
ofav76284	0	0	3	0	0	0	0	0	0	0	1	
ofav76291	3	0	28	0	0	0	0	20	0	2	34	
ofav76304	0	0	0	0	0	0	0	1	0	0	0	
ofav76312	0	0	16	0	0	0	0	11	0	0	10	
ofav76314	0	0	1	0	0	0	0	1	0	0	1	
ofav76317	0	0	1	0	0	0	0	0	0	0	1	
ofav76320	0	0	0	0	0	0	0	0	0	0	2	
ofav76323	0	0	1	0	0	0	0	0	0	0	2	
ofav76327	0	0	2	0	0	0	0	0	0	0	2	
ofav76339	38	10	66	1	0	1	0	126	6	3	68	
ofav76343	0	0	7	0	0	0	0	1	0	0	2	
ofav7635	0	0	1	0	0	0	0	0	0	0	2	
ofav76383	0	0	1	0	0	0	0	0	0	1	4	
ofav76389	0	0	0	0	0	0	0	4	0	0	2	
ofav76390	0	0	4	0	0	0	0	1	0	0	5	
ofav76408	0	0	0	0	0	0	0	1	0	0	2	
ofav76409	0	0	35	0	0	0	0	58	0	0	50	
ofav76414	0	0	0	0	0	0	0	6	0	0	1	
ofav76431	0	0	2	0	0	0	0	0	0	0	0	
ofav76449	0	0	0	0	0	0	0	5	0	0	5	
ofav76470	0	0	24	0	0	0	0	1	0	0	0	
ofav76487	3	3	10	0	0	0	0	2	0	2	15	
ofav76493	0	0	0	0	0	0	0	0	0	0	2	
ofav76527	0	0	28	0	0	0	0	11	0	0	7	
ofav7654	5	0	36	0	0	0	0	45	0	1	43	
ofav76540	0	0	52	0	0	0	0	45	0	2	16	
ofav76559	0	0	0	0	0	0	0	0	0	3	0	
ofav7656	1	0	0	0	0	0	0	13	0	0	9	
ofav76569	0	0	29	0	0	0	0	10	0	0	12	
ofav76581	0	0	0	0	0	0	0	1	0	0	1	
ofav76585	0	2	8	0	0	0	0	5	0	0	3	
ofav7659	0	0	3	0	0	0	0	0	0	0	0	
ofav76602	0	1	4	0	0	0	0	3	0	0	4	
ofav7661	0	2	5	0	0	0	0	5	0	0	4	
ofav76613	0	0	0	0	0	0	0	3	0	0	0	
